type;number of algorithm;size;time;
рандом от 0 до 4000_2;5;3300;1137329;
рандом от 0 до 4000_2;6;3300;22489803;
рандом от 0 до 4000_2;7;3300;1086805;
рандом от 0 до 4000_2;8;3300;3913204;
рандом от 0 до 4000_2;9;3300;199419;
рандом от 0 до 4000_2;10;3300;25894735;
рандом от 0 до 4000_2;11;3300;479518;
рандом от 0 до 4000_2;12;3300;563800;
рандом от 0 до 4000_2;0;3400;26089573;
рандом от 0 до 4000_2;1;3400;88771966;
рандом от 0 до 4000_2;2;3400;89240399;
рандом от 0 до 4000_2;3;3400;104026861;
рандом от 0 до 4000_2;4;3400;270314;
рандом от 0 до 4000_2;5;3400;1076474;
рандом от 0 до 4000_2;6;3400;23325041;
рандом от 0 до 4000_2;7;3400;1044570;
рандом от 0 до 4000_2;8;3400;3643361;
рандом от 0 до 4000_2;9;3400;206583;
рандом от 0 до 4000_2;10;3400;28718436;
рандом от 0 до 4000_2;11;3400;699612;
рандом от 0 до 4000_2;12;3400;587170;
рандом от 0 до 4000_2;0;3500;27457768;
рандом от 0 до 4000_2;1;3500;93189752;
рандом от 0 до 4000_2;2;3500;95443113;
рандом от 0 до 4000_2;3;3500;109161225;
рандом от 0 до 4000_2;4;3500;285148;
рандом от 0 до 4000_2;5;3500;1306626;
рандом от 0 до 4000_2;6;3500;24191751;
рандом от 0 до 4000_2;7;3500;1025002;
рандом от 0 до 4000_2;8;3500;4023516;
рандом от 0 до 4000_2;9;3500;226305;
рандом от 0 до 4000_2;10;3500;29543903;
рандом от 0 до 4000_2;11;3500;516429;
рандом от 0 до 4000_2;12;3500;722576;
рандом от 0 до 4000_2;0;3600;29175424;
рандом от 0 до 4000_2;1;3600;97082551;
рандом от 0 до 4000_2;2;3600;102167911;
рандом от 0 до 4000_2;3;3600;113918100;
рандом от 0 до 4000_2;4;3600;291125;
рандом от 0 до 4000_2;5;3600;1159693;
рандом от 0 до 4000_2;6;3600;25756487;
рандом от 0 до 4000_2;7;3600;1122396;
рандом от 0 до 4000_2;8;3600;4212260;
рандом от 0 до 4000_2;9;3600;251346;
рандом от 0 до 4000_2;10;3600;31641084;
рандом от 0 до 4000_2;11;3600;688935;
рандом от 0 до 4000_2;12;3600;699881;
рандом от 0 до 4000_2;0;3700;30043030;
рандом от 0 до 4000_2;1;3700;103696965;
рандом от 0 до 4000_2;2;3700;106458370;
рандом от 0 до 4000_2;3;3700;122357186;
рандом от 0 до 4000_2;4;3700;300401;
рандом от 0 до 4000_2;5;3700;1206232;
рандом от 0 до 4000_2;6;3700;27155514;
рандом от 0 до 4000_2;7;3700;1076720;
рандом от 0 до 4000_2;8;3700;4477252;
рандом от 0 до 4000_2;9;3700;223241;
рандом от 0 до 4000_2;10;3700;32835319;
рандом от 0 до 4000_2;11;3700;544199;
рандом от 0 до 4000_2;12;3700;671619;
рандом от 0 до 4000_2;0;3800;32856948;
рандом от 0 до 4000_2;1;3800;110106655;
рандом от 0 до 4000_2;2;3800;113288772;
рандом от 0 до 4000_2;3;3800;128705424;
рандом от 0 до 4000_2;4;3800;301854;
рандом от 0 до 4000_2;5;3800;1237577;
рандом от 0 до 4000_2;6;3800;29917194;
рандом от 0 до 4000_2;7;3800;1131323;
рандом от 0 до 4000_2;8;3800;4827082;
рандом от 0 до 4000_2;9;3800;233565;
рандом от 0 до 4000_2;10;3800;34502000;
рандом от 0 до 4000_2;11;3800;560936;
рандом от 0 до 4000_2;12;3800;658839;
рандом от 0 до 4000_2;0;3900;33869656;
рандом от 0 до 4000_2;1;3900;114897115;
рандом от 0 до 4000_2;2;3900;117198509;
рандом от 0 до 4000_2;3;3900;136780625;
рандом от 0 до 4000_2;4;3900;313312;
рандом от 0 до 4000_2;5;3900;1311228;
рандом от 0 до 4000_2;6;3900;30568087;
рандом от 0 до 4000_2;7;3900;1393558;
рандом от 0 до 4000_2;8;3900;4994664;
рандом от 0 до 4000_2;9;3900;239288;
рандом от 0 до 4000_2;10;3900;37416491;
рандом от 0 до 4000_2;11;3900;562022;
рандом от 0 до 4000_2;12;3900;646073;
рандом от 0 до 4000_2;0;4000;36816462;
рандом от 0 до 4000_2;1;4000;122197183;
рандом от 0 до 4000_2;2;4000;123852899;
рандом от 0 до 4000_2;3;4000;141908881;
рандом от 0 до 4000_2;4;4000;320927;
рандом от 0 до 4000_2;5;4000;1297341;
рандом от 0 до 4000_2;6;4000;31573561;
рандом от 0 до 4000_2;7;4000;1202097;
рандом от 0 до 4000_2;8;4000;5009581;
рандом от 0 до 4000_2;9;4000;245841;
рандом от 0 до 4000_2;10;4000;38423707;
рандом от 0 до 4000_2;11;4000;601542;
рандом от 0 до 4000_2;12;4000;754337;
рандом от 0 до 4000_2;0;4100;37759299;
рандом от 0 до 4000_2;1;4100;128400389;
рандом от 0 до 4000_2;2;4100;131236548;
рандом от 0 до 4000_2;3;4100;154338356;
рандом от 0 до 4000_2;4;4100;360305;
рандом от 0 до 4000_2;5;4100;1385119;
рандом от 0 до 4000_2;6;4100;33642741;
рандом от 0 до 4000_2;7;4100;1202550;
рандом от 0 до 4000_2;8;4100;5242835;
рандом от 0 до 4000_2;9;4100;248430;
рандом от 0 до 4000_2;10;4100;42129058;
рандом от 0 до 4000_2;11;4100;592131;
рандом от 0 до 4000_2;12;4100;801119;
почти отсортирован_2;0;100;5863;
почти отсортирован_2;1;100;29068;
почти отсортирован_2;2;100;99126;
почти отсортирован_2;3;100;651;
почти отсортирован_2;4;100;9780;
почти отсортирован_2;5;100;19581;
почти отсортирован_2;6;100;1204;
почти отсортирован_2;7;100;16903;
почти отсортирован_2;8;100;95067;
почти отсортирован_2;9;100;8089;
почти отсортирован_2;10;100;23807;
почти отсортирован_2;11;100;4708;
почти отсортирован_2;12;100;5824;
почти отсортирован_2;0;200;13822;
почти отсортирован_2;1;200;115544;
почти отсортирован_2;2;200;387430;
почти отсортирован_2;3;200;3475;
почти отсортирован_2;4;200;25036;
почти отсортирован_2;5;200;46817;
почти отсортирован_2;6;200;2878;
почти отсортирован_2;7;200;37119;
почти отсортирован_2;8;200;663263;
почти отсортирован_2;9;200;27201;
почти отсортирован_2;10;200;95148;
почти отсортирован_2;11;200;11892;
почти отсортирован_2;12;200;14593;
почти отсортирован_2;0;300;22913;
почти отсортирован_2;1;300;256434;
почти отсортирован_2;2;300;891775;
почти отсортирован_2;3;300;6471;
почти отсортирован_2;4;300;33111;
почти отсортирован_2;5;300;78160;
почти отсортирован_2;6;300;4957;
почти отсортирован_2;7;300;58946;
почти отсортирован_2;8;300;838055;
почти отсортирован_2;9;300;38765;
почти отсортирован_2;10;300;225683;
почти отсортирован_2;11;300;20178;
почти отсортирован_2;12;300;26235;
почти отсортирован_2;0;400;32447;
почти отсортирован_2;1;400;464430;
почти отсортирован_2;2;400;1560420;
почти отсортирован_2;3;400;9481;
почти отсортирован_2;4;400;40865;
почти отсортирован_2;5;400;110953;
почти отсортирован_2;6;400;7053;
почти отсортирован_2;7;400;82404;
почти отсортирован_2;8;400;1482195;
почти отсортирован_2;9;400;50351;
почти отсортирован_2;10;400;377035;
почти отсортирован_2;11;400;29384;
почти отсортирован_2;12;400;35394;
почти отсортирован_2;0;500;42246;
почти отсортирован_2;1;500;722151;
почти отсортирован_2;2;500;2443015;
почти отсортирован_2;3;500;16173;
почти отсортирован_2;4;500;83614;
почти отсортирован_2;5;500;145703;
почти отсортирован_2;6;500;9423;
почти отсортирован_2;7;500;104610;
почти отсортирован_2;8;500;2311943;
почти отсортирован_2;9;500;61914;
почти отсортирован_2;10;500;583291;
почти отсортирован_2;11;500;39075;
почти отсортирован_2;12;500;45299;
почти отсортирован_2;0;600;54299;
почти отсортирован_2;1;600;1037600;
почти отсортирован_2;2;600;3541036;
почти отсортирован_2;3;600;26401;
почти отсортирован_2;4;600;98897;
почти отсортирован_2;5;600;288096;
почти отсортирован_2;6;600;23887;
почти отсортирован_2;7;600;230739;
почти отсортирован_2;8;600;3482225;
почти отсортирован_2;9;600;76449;
почти отсортирован_2;10;600;844473;
почти отсортирован_2;11;600;54509;
почти отсортирован_2;12;600;63068;
почти отсортирован_2;0;700;72299;
почти отсортирован_2;1;700;1446381;
почти отсортирован_2;2;700;5007744;
почти отсортирован_2;3;700;1260239;
почти отсортирован_2;4;700;113074;
почти отсортирован_2;5;700;412318;
почти отсортирован_2;6;700;21127;
почти отсортирован_2;7;700;153759;
почти отсортирован_2;8;700;3391157;
почти отсортирован_2;9;700;85513;
почти отсортирован_2;10;700;1142586;
почти отсортирован_2;11;700;67515;
почти отсортирован_2;12;700;80048;
почти отсортирован_2;0;800;82203;
почти отсортирован_2;1;800;2070602;
почти отсортирован_2;2;800;6753875;
почти отсортирован_2;3;800;1328355;
почти отсортирован_2;4;800;115413;
почти отсортирован_2;5;800;260886;
почти отсортирован_2;6;800;25432;
почти отсортирован_2;7;800;179346;
почти отсортирован_2;8;800;4651085;
почти отсортирован_2;9;800;97220;
почти отсортирован_2;10;800;1494635;
почти отсортирован_2;11;800;80244;
почти отсортирован_2;12;800;91855;
почти отсортирован_2;0;900;98492;
почти отсортирован_2;1;900;2418241;
почти отсортирован_2;2;900;8253454;
почти отсортирован_2;3;900;1282602;
почти отсортирован_2;4;900;123356;
почти отсортирован_2;5;900;475131;
почти отсортирован_2;6;900;40337;
почти отсортирован_2;7;900;203091;
почти отсортирован_2;8;900;6242210;
почти отсортирован_2;9;900;110158;
почти отсортирован_2;10;900;1944094;
почти отсортирован_2;11;900;95625;
почти отсортирован_2;12;900;98306;
почти отсортирован_2;0;1000;109816;
почти отсортирован_2;1;1000;3190284;
почти отсортирован_2;2;1000;9905728;
почти отсортирован_2;3;1000;1811226;
почти отсортирован_2;4;1000;130420;
почти отсортирован_2;5;1000;326197;
почти отсортирован_2;6;1000;35853;
почти отсортирован_2;7;1000;236676;
почти отсортирован_2;8;1000;5885535;
почти отсортирован_2;9;1000;137690;
почти отсортирован_2;10;1000;2668039;
почти отсортирован_2;11;1000;117409;
почти отсортирован_2;12;1000;124268;
почти отсортирован_2;0;1100;132245;
почти отсортирован_2;1;1100;3873770;
почти отсортирован_2;2;1100;12957736;
почти отсортирован_2;3;1100;1720242;
почти отсортирован_2;4;1100;152221;
почти отсортирован_2;5;1100;396546;
почти отсортирован_2;6;1100;43256;
почти отсортирован_2;7;1100;284190;
почти отсортирован_2;8;1100;9227150;
почти отсортирован_2;9;1100;201265;
почти отсортирован_2;10;1100;3664438;
почти отсортирован_2;11;1100;181303;
почти отсортирован_2;12;1100;182892;
почти отсортирован_2;0;1200;214226;
почти отсортирован_2;1;1200;5256056;
почти отсортирован_2;2;1200;14846645;
почти отсортирован_2;3;1200;1644398;
почти отсортирован_2;4;1200;147628;
почти отсортирован_2;5;1200;398856;
почти отсортирован_2;6;1200;43525;
почти отсортирован_2;7;1200;292403;
почти отсортирован_2;8;1200;10404767;
почти отсортирован_2;9;1200;143842;
почти отсортирован_2;10;1200;3715357;
почти отсортирован_2;11;1200;148614;
почти отсортирован_2;12;1200;251335;
почти отсортирован_2;0;1300;158132;
почти отсортирован_2;1;1300;5351657;
почти отсортирован_2;2;1300;16739392;
почти отсортирован_2;3;1300;1588624;
почти отсортирован_2;4;1300;156034;
почти отсортирован_2;5;1300;436897;
почти отсортирован_2;6;1300;47354;
почти отсортирован_2;7;1300;307625;
почти отсортирован_2;8;1300;12271492;
почти отсортирован_2;9;1300;154553;
почти отсортирован_2;10;1300;4165429;
почти отсортирован_2;11;1300;146432;
почти отсортирован_2;12;1300;162353;
почти отсортирован_2;0;1400;158674;
почти отсортирован_2;1;1400;5860251;
почти отсортирован_2;2;1400;19661871;
почти отсортирован_2;3;1400;1599431;
почти отсортирован_2;4;1400;163989;
почти отсортирован_2;5;1400;475951;
почти отсортирован_2;6;1400;53546;
почти отсортирован_2;7;1400;365760;
почти отсортирован_2;8;1400;14912285;
почти отсортирован_2;9;1400;167209;
почти отсортирован_2;10;1400;5448201;
почти отсортирован_2;11;1400;159958;
почти отсортирован_2;12;1400;185577;
почти отсортирован_2;0;1500;171804;
почти отсортирован_2;1;1500;6787792;
почти отсортирован_2;2;1500;23819188;
почти отсортирован_2;3;1500;1777342;
почти отсортирован_2;4;1500;196633;
почти отсортирован_2;5;1500;515422;
почти отсортирован_2;6;1500;56255;
почти отсортирован_2;7;1500;372299;
почти отсортирован_2;8;1500;17465994;
почти отсортирован_2;9;1500;210145;
почти отсортирован_2;10;1500;5486508;
почти отсортирован_2;11;1500;175690;
почти отсортирован_2;12;1500;202220;
почти отсортирован_2;0;1600;197315;
почти отсортирован_2;1;1600;7429400;
почти отсортирован_2;2;1600;26299072;
почти отсортирован_2;3;1600;1675098;
почти отсортирован_2;4;1600;228429;
почти отсортирован_2;5;1600;577192;
почти отсортирован_2;6;1600;61156;
почти отсортирован_2;7;1600;393721;
почти отсортирован_2;8;1600;21054074;
почти отсортирован_2;9;1600;210468;
почти отсортирован_2;10;1600;6311912;
почти отсортирован_2;11;1600;186410;
почти отсортирован_2;12;1600;205392;
почти отсортирован_2;0;1700;202434;
почти отсортирован_2;1;1700;8447953;
почти отсортирован_2;2;1700;29143990;
почти отсортирован_2;3;1700;1628548;
почти отсортирован_2;4;1700;185749;
почти отсортирован_2;5;1700;592566;
почти отсортирован_2;6;1700;64785;
почти отсортирован_2;7;1700;416712;
почти отсортирован_2;8;1700;23379931;
почти отсортирован_2;9;1700;207818;
почти отсортирован_2;10;1700;6947961;
почти отсортирован_2;11;1700;202072;
почти отсортирован_2;12;1700;223362;
почти отсортирован_2;0;1800;217129;
почти отсортирован_2;1;1800;9547082;
почти отсортирован_2;2;1800;33758567;
почти отсортирован_2;3;1800;1650495;
почти отсортирован_2;4;1800;194523;
почти отсортирован_2;5;1800;643984;
почти отсортирован_2;6;1800;68511;
почти отсортирован_2;7;1800;441874;
почти отсортирован_2;8;1800;27116144;
почти отсортирован_2;9;1800;218119;
почти отсортирован_2;10;1800;7666820;
почти отсортирован_2;11;1800;218454;
почти отсортирован_2;12;1800;221909;
почти отсортирован_2;0;1900;230460;
почти отсортирован_2;1;1900;10397748;
почти отсортирован_2;2;1900;36164249;
почти отсортирован_2;3;1900;1650765;
почти отсортирован_2;4;1900;202074;
почти отсортирован_2;5;1900;671739;
почти отсортирован_2;6;1900;72445;
почти отсортирован_2;7;1900;467150;
почти отсортирован_2;8;1900;30539082;
почти отсортирован_2;9;1900;275445;
почти отсортирован_2;10;1900;8501027;
почти отсортирован_2;11;1900;224258;
почти отсортирован_2;12;1900;254280;
почти отсортирован_2;0;2000;430839;
почти отсортирован_2;1;2000;11701266;
почти отсортирован_2;2;2000;39962944;
почти отсортирован_2;3;2000;1651465;
почти отсортирован_2;4;2000;219725;
почти отсортирован_2;5;2000;727305;
почти отсортирован_2;6;2000;79076;
почти отсортирован_2;7;2000;493344;
почти отсортирован_2;8;2000;33879801;
почти отсортирован_2;9;2000;240209;
почти отсортирован_2;10;2000;9458100;
почти отсортирован_2;11;2000;240674;
почти отсортирован_2;12;2000;273583;
почти отсортирован_2;0;2100;255868;
почти отсортирован_2;1;2100;12968924;
почти отсортирован_2;2;2100;46658966;
почти отсортирован_2;3;2100;1744120;
почти отсортирован_2;4;2100;221029;
почти отсортирован_2;5;2100;772997;
почти отсортирован_2;6;2100;89127;
почти отсортирован_2;7;2100;536912;
почти отсортирован_2;8;2100;37899647;
почти отсортирован_2;9;2100;254171;
почти отсортирован_2;10;2100;10426952;
почти отсортирован_2;11;2100;280125;
почти отсортирован_2;12;2100;299524;
почти отсортирован_2;0;2200;270956;
почти отсортирован_2;1;2200;14321573;
почти отсортирован_2;2;2200;49592792;
почти отсортирован_2;3;2200;1664578;
почти отсортирован_2;4;2200;229008;
почти отсортирован_2;5;2200;808337;
почти отсортирован_2;6;2200;92906;
почти отсортирован_2;7;2200;546356;
почти отсортирован_2;8;2200;42303406;
почти отсортирован_2;9;2200;266699;
почти отсортирован_2;10;2200;11350854;
почти отсортирован_2;11;2200;266502;
почти отсортирован_2;12;2200;308041;
почти отсортирован_2;0;2300;295516;
почти отсортирован_2;1;2300;15460193;
почти отсортирован_2;2;2300;53193874;
почти отсортирован_2;3;2300;1682878;
почти отсортирован_2;4;2300;236988;
почти отсортирован_2;5;2300;829915;
почти отсортирован_2;6;2300;88910;
почти отсортирован_2;7;2300;806738;
почти отсортирован_2;8;2300;46589311;
почти отсортирован_2;9;2300;279914;
почти отсортирован_2;10;2300;12915463;
почти отсортирован_2;11;2300;279053;
почти отсортирован_2;12;2300;348007;
почти отсортирован_2;0;2400;296981;
почти отсортирован_2;1;2400;16709841;
почти отсортирован_2;2;2400;57935376;
почти отсортирован_2;3;2400;1714770;
почти отсортирован_2;4;2400;245336;
почти отсортирован_2;5;2400;873267;
почти отсортирован_2;6;2400;92921;
почти отсортирован_2;7;2400;617097;
почти отсортирован_2;8;2400;50763376;
почти отсортирован_2;9;2400;294985;
почти отсортирован_2;10;2400;13384203;
почти отсортирован_2;11;2400;291912;
почти отсортирован_2;12;2400;337744;
почти отсортирован_2;0;2500;314504;
почти отсортирован_2;1;2500;18393396;
почти отсортирован_2;2;2500;63117141;
почти отсортирован_2;3;2500;1780057;
почти отсортирован_2;4;2500;251678;
почти отсортирован_2;5;2500;924022;
почти отсортирован_2;6;2500;96883;
почти отсортирован_2;7;2500;632777;
почти отсортирован_2;8;2500;55000254;
почти отсортирован_2;9;2500;301531;
почти отсортирован_2;10;2500;14561223;
почти отсортирован_2;11;2500;302052;
почти отсортирован_2;12;2500;355226;
почти отсортирован_2;0;2600;381110;
почти отсортирован_2;1;2600;20385747;
почти отсортирован_2;2;2600;68506695;
почти отсортирован_2;3;2600;1708033;
почти отсортирован_2;4;2600;260610;
почти отсортирован_2;5;2600;1041575;
почти отсортирован_2;6;2600;139476;
почти отсортирован_2;7;2600;754486;
почти отсортирован_2;8;2600;60613918;
почти отсортирован_2;9;2600;318764;
почти отсортирован_2;10;2600;16575803;
почти отсортирован_2;11;2600;313890;
почти отсортирован_2;12;2600;364950;
почти отсортирован_2;0;2700;339635;
почти отсортирован_2;1;2700;21195767;
почти отсортирован_2;2;2700;73497650;
почти отсортирован_2;3;2700;1881207;
почти отсортирован_2;4;2700;264412;
почти отсортирован_2;5;2700;1011205;
почти отсортирован_2;6;2700;104790;
почти отсортирован_2;7;2700;689375;
почти отсортирован_2;8;2700;66408751;
почти отсортирован_2;9;2700;324102;
почти отсортирован_2;10;2700;17410619;
почти отсортирован_2;11;2700;327281;
почти отсортирован_2;12;2700;507350;
почти отсортирован_2;0;2800;350954;
почти отсортирован_2;1;2800;24005092;
почти отсортирован_2;2;2800;80631352;
почти отсортирован_2;3;2800;1764048;
почти отсортирован_2;4;2800;272131;
почти отсортирован_2;5;2800;1045474;
почти отсортирован_2;6;2800;108747;
почти отсортирован_2;7;2800;716118;
почти отсортирован_2;8;2800;70378272;
почти отсортирован_2;9;2800;341939;
почти отсортирован_2;10;2800;18607573;
почти отсортирован_2;11;2800;340253;
почти отсортирован_2;12;2800;421216;
почти отсортирован_2;0;2900;369222;
почти отсортирован_2;1;2900;25668382;
почти отсортирован_2;2;2900;85146815;
почти отсортирован_2;3;2900;1724223;
почти отсортирован_2;4;2900;291022;
почти отсортирован_2;5;2900;1073668;
почти отсортирован_2;6;2900;112393;
почти отсортирован_2;7;2900;776707;
почти отсортирован_2;8;2900;76460741;
почти отсортирован_2;9;2900;350733;
почти отсортирован_2;10;2900;19739371;
почти отсортирован_2;11;2900;351148;
почти отсортирован_2;12;2900;421773;
почти отсортирован_2;0;3000;381052;
почти отсортирован_2;1;3000;25942291;
почти отсортирован_2;2;3000;90851925;
почти отсортирован_2;3;3000;1920755;
почти отсортирован_2;4;3000;329588;
почти отсортирован_2;5;3000;1129313;
почти отсортирован_2;6;3000;130707;
почти отсортирован_2;7;3000;822833;
почти отсортирован_2;8;3000;81314738;
почти отсортирован_2;9;3000;355375;
почти отсортирован_2;10;3000;21091575;
почти отсортирован_2;11;3000;379358;
почти отсортирован_2;12;3000;435304;
почти отсортирован_2;0;3100;394493;
почти отсортирован_2;1;3100;28889068;
почти отсортирован_2;2;3100;96740420;
почти отсортирован_2;3;3100;1745140;
почти отсортирован_2;4;3100;300425;
почти отсортирован_2;5;3100;1172944;
почти отсортирован_2;6;3100;121499;
почти отсортирован_2;7;3100;809449;
почти отсортирован_2;8;3100;87336980;
почти отсортирован_2;9;3100;375120;
почти отсортирован_2;10;3100;22706350;
почти отсортирован_2;11;3100;407208;
почти отсортирован_2;12;3100;439546;
почти отсортирован_2;0;3200;419719;
почти отсортирован_2;1;3200;30282493;
почти отсортирован_2;2;3200;102914212;
почти отсортирован_2;3;3200;1739105;
почти отсортирован_2;4;3200;306844;
почти отсортирован_2;5;3200;1217667;
почти отсортирован_2;6;3200;122747;
почти отсортирован_2;7;3200;846947;
почти отсортирован_2;8;3200;93684372;
почти отсортирован_2;9;3200;376232;
почти отсортирован_2;10;3200;24191948;
почти отсортирован_2;11;3200;378679;
почти отсортирован_2;12;3200;438242;
почти отсортирован_2;0;3300;671064;
почти отсортирован_2;1;3300;32003779;
почти отсортирован_2;2;3300;108943691;
почти отсортирован_2;3;3300;32033163;
почти отсортирован_2;4;3300;338272;
почти отсортирован_2;5;3300;1392633;
почти отсортирован_2;6;3300;214275;
почти отсортирован_2;7;3300;852939;
почти отсортирован_2;8;3300;75745006;
почти отсортирован_2;9;3300;386427;
почти отсортирован_2;10;3300;25699949;
почти отсортирован_2;11;3300;412730;
почти отсортирован_2;12;3300;490478;
почти отсортирован_2;0;3400;479307;
почти отсортирован_2;1;3400;34170015;
почти отсортирован_2;2;3400;116173432;
почти отсортирован_2;3;3400;34542896;
почти отсортирован_2;4;3400;323728;
почти отсортирован_2;5;3400;1496155;
почти отсортирован_2;6;3400;181257;
почти отсортирован_2;7;3400;950015;
почти отсортирован_2;8;3400;71716942;
почти отсортирован_2;9;3400;609577;
почти отсортирован_2;10;3400;27103393;
почти отсортирован_2;11;3400;431177;
почти отсортирован_2;12;3400;552668;
почти отсортирован_2;0;3500;495187;
почти отсортирован_2;1;3500;35925861;
почти отсортирован_2;2;3500;124149308;
почти отсортирован_2;3;3500;33740970;
почти отсортирован_2;4;3500;337430;
почти отсортирован_2;5;3500;1324144;
почти отсортирован_2;6;3500;195000;
почти отсортирован_2;7;3500;907437;
почти отсортирован_2;8;3500;77580774;
почти отсортирован_2;9;3500;418902;
почти отсортирован_2;10;3500;29018163;
почти отсортирован_2;11;3500;462619;
почти отсортирован_2;12;3500;487266;
почти отсортирован_2;0;3600;506583;
почти отсортирован_2;1;3600;38014567;
почти отсортирован_2;2;3600;131481765;
почти отсортирован_2;3;3600;33530117;
почти отсортирован_2;4;3600;341292;
почти отсортирован_2;5;3600;1375323;
почти отсортирован_2;6;3600;184869;
почти отсортирован_2;7;3600;936703;
почти отсортирован_2;8;3600;85503974;
почти отсортирован_2;9;3600;425529;
почти отсортирован_2;10;3600;31210032;
почти отсортирован_2;11;3600;460822;
почти отсортирован_2;12;3600;509212;
почти отсортирован_2;0;3700;526586;
почти отсортирован_2;1;3700;40123970;
почти отсортирован_2;2;3700;136877444;
почти отсортирован_2;3;3700;33977616;
почти отсортирован_2;4;3700;344040;
почти отсортирован_2;5;3700;1566691;
почти отсортирован_2;6;3700;213430;
почти отсортирован_2;7;3700;994205;
почти отсортирован_2;8;3700;92236714;
почти отсортирован_2;9;3700;457735;
почти отсортирован_2;10;3700;32283998;
почти отсортирован_2;11;3700;468402;
почти отсортирован_2;12;3700;534317;
почти отсортирован_2;0;3800;576367;
почти отсортирован_2;1;3800;42137279;
почти отсортирован_2;2;3800;146112188;
почти отсортирован_2;3;3800;45146582;
почти отсортирован_2;4;3800;354031;
почти отсортирован_2;5;3800;1506489;
почти отсортирован_2;6;3800;220162;
почти отсортирован_2;7;3800;1229581;
почти отсортирован_2;8;3800;94671173;
почти отсортирован_2;9;3800;451572;
почти отсортирован_2;10;3800;34227320;
почти отсортирован_2;11;3800;502310;
почти отсортирован_2;12;3800;570573;
почти отсортирован_2;0;3900;663579;
почти отсортирован_2;1;3900;44485621;
почти отсортирован_2;2;3900;153456722;
почти отсортирован_2;3;3900;44153422;
почти отсортирован_2;4;3900;367741;
почти отсортирован_2;5;3900;1627667;
почти отсортирован_2;6;3900;223861;
почти отсортирован_2;7;3900;1074381;
почти отсортирован_2;8;3900;101140835;
почти отсортирован_2;9;3900;456520;
почти отсортирован_2;10;3900;35798843;
почти отсортирован_2;11;3900;497219;
почти отсортирован_2;12;3900;612458;
почти отсортирован_2;0;4000;590769;
почти отсортирован_2;1;4000;47445330;
почти отсортирован_2;2;4000;161649199;
почти отсортирован_2;3;4000;44640967;
почти отсортирован_2;4;4000;371638;
почти отсортирован_2;5;4000;1550944;
почти отсортирован_2;6;4000;223881;
почти отсортирован_2;7;4000;1066592;
почти отсортирован_2;8;4000;108751249;
почти отсортирован_2;9;4000;468478;
почти отсортирован_2;10;4000;38800928;
почти отсортирован_2;11;4000;522336;
почти отсортирован_2;12;4000;594099;
почти отсортирован_2;0;4100;583896;
почти отсортирован_2;1;4100;49905777;
почти отсортирован_2;2;4100;170225641;
почти отсортирован_2;3;4100;44127816;
почти отсортирован_2;4;4100;387602;
почти отсортирован_2;5;4100;1591223;
почти отсортирован_2;6;4100;217350;
почти отсортирован_2;7;4100;1154765;
почти отсортирован_2;8;4100;118660321;
почти отсортирован_2;9;4100;492518;
почти отсортирован_2;10;4100;39409983;
почти отсортирован_2;11;4100;551222;
почти отсортирован_2;12;4100;600648;
обратно отсортирован_2;0;100;48761;
обратно отсортирован_2;1;100;92830;
обратно отсортирован_2;2;100;605;
обратно отсортирован_2;3;100;120475;
обратно отсортирован_2;4;100;9765;
обратно отсортирован_2;5;100;17107;
обратно отсортирован_2;6;100;47713;
обратно отсортирован_2;7;100;16901;
обратно отсортирован_2;8;100;58923;
обратно отсортирован_2;9;100;15227;
обратно отсортирован_2;10;100;27997;
обратно отсортирован_2;11;100;7604;
обратно отсортирован_2;12;100;8859;
обратно отсортирован_2;0;200;181918;
обратно отсортирован_2;1;200;372463;
обратно отсортирован_2;2;200;1167;
обратно отсортирован_2;3;200;478822;
обратно отсортирован_2;4;200;18909;
обратно отсортирован_2;5;200;39214;
обратно отсортирован_2;6;200;185608;
обратно отсортирован_2;7;200;37649;
обратно отсортирован_2;8;200;224924;
обратно отсортирован_2;9;200;26773;
обратно отсортирован_2;10;200;105781;
обратно отсортирован_2;11;200;16763;
обратно отсортирован_2;12;200;20324;
обратно отсортирован_2;0;300;422142;
обратно отсортирован_2;1;300;818515;
обратно отсортирован_2;2;300;1741;
обратно отсортирован_2;3;300;1090503;
обратно отсортирован_2;4;300;28343;
обратно отсортирован_2;5;300;67404;
обратно отсортирован_2;6;300;416993;
обратно отсортирован_2;7;300;58112;
обратно отсортирован_2;8;300;520114;
обратно отсортирован_2;9;300;42039;
обратно отсортирован_2;10;300;241620;
обратно отсортирован_2;11;300;27049;
обратно отсортирован_2;12;300;35792;
обратно отсортирован_2;0;400;706418;
обратно отсортирован_2;1;400;1469955;
обратно отсортирован_2;2;400;2314;
обратно отсортирован_2;3;400;2019743;
обратно отсортирован_2;4;400;37433;
обратно отсортирован_2;5;400;96372;
обратно отсортирован_2;6;400;757913;
обратно отсортирован_2;7;400;82457;
обратно отсортирован_2;8;400;952978;
обратно отсортирован_2;9;400;67174;
обратно отсортирован_2;10;400;481324;
обратно отсортирован_2;11;400;37974;
обратно отсортирован_2;12;400;54313;
обратно отсортирован_2;0;500;1255686;
обратно отсортирован_2;1;500;2472169;
обратно отсортирован_2;2;500;2891;
обратно отсортирован_2;3;500;3195626;
обратно отсортирован_2;4;500;46780;
обратно отсортирован_2;5;500;150967;
