type;number of algorithm;size;operations;
рандом от 0 до 5_2;10;2700;10942514;
рандом от 0 до 5_2;11;2700;124210;
рандом от 0 до 5_2;12;2700;152359;
рандом от 0 до 5_2;0;2800;10052406;
рандом от 0 до 5_2;1;2800;19593000;
рандом от 0 до 5_2;2;2800;23342763;
рандом от 0 до 5_2;3;2800;35345666;
рандом от 0 до 5_2;4;2800;53227;
рандом от 0 до 5_2;5;2800;490075;
рандом от 0 до 5_2;6;2800;8224494;
рандом от 0 до 5_2;7;2800;412991;
рандом от 0 до 5_2;8;2800;1367963;
рандом от 0 до 5_2;9;2800;37432;
рандом от 0 до 5_2;10;2800;11767766;
рандом от 0 до 5_2;11;2800;129466;
рандом от 0 до 5_2;12;2800;158612;
рандом от 0 до 5_2;0;2900;10757981;
рандом от 0 до 5_2;1;2900;21017750;
рандом от 0 до 5_2;2;2900;25032867;
рандом от 0 до 5_2;3;2900;37915136;
рандом от 0 до 5_2;4;2900;55127;
рандом от 0 до 5_2;5;2900;510537;
рандом от 0 до 5_2;6;2900;8846124;
рандом от 0 до 5_2;7;2900;429480;
рандом от 0 до 5_2;8;2900;1456543;
рандом от 0 до 5_2;9;2900;38732;
рандом от 0 до 5_2;10;2900;12623028;
рандом от 0 до 5_2;11;2900;134250;
рандом от 0 до 5_2;12;2900;163375;
рандом от 0 до 5_2;0;3000;11424853;
рандом от 0 до 5_2;1;3000;22492500;
рандом от 0 до 5_2;2;3000;26816145;
рандом от 0 до 5_2;3;3000;40594624;
рандом от 0 до 5_2;4;3000;57027;
рандом от 0 до 5_2;5;3000;526337;
рандом от 0 до 5_2;6;3000;9415784;
рандом от 0 до 5_2;7;3000;445616;
рандом от 0 до 5_2;8;3000;1558897;
рандом от 0 до 5_2;9;3000;40032;
рандом от 0 до 5_2;10;3000;13508293;
рандом от 0 до 5_2;11;3000;139610;
рандом от 0 до 5_2;12;3000;169328;
рандом от 0 до 5_2;0;3100;12184993;
рандом от 0 до 5_2;1;3100;24017250;
рандом от 0 до 5_2;2;3100;28608378;
рандом от 0 до 5_2;3;3100;43239380;
рандом от 0 до 5_2;4;3100;58927;
рандом от 0 до 5_2;5;3100;547736;
рандом от 0 до 5_2;6;3100;10086104;
рандом от 0 до 5_2;7;3100;462096;
рандом от 0 до 5_2;8;3100;1660517;
рандом от 0 до 5_2;9;3100;41332;
рандом от 0 до 5_2;10;3100;14423593;
рандом от 0 до 5_2;11;3100;144734;
рандом от 0 до 5_2;12;3100;176811;
рандом от 0 до 5_2;0;3200;12998099;
рандом от 0 до 5_2;1;3200;25592000;
рандом от 0 до 5_2;2;3200;30457100;
рандом от 0 до 5_2;3;3200;46241794;
рандом от 0 до 5_2;4;3200;60827;
рандом от 0 до 5_2;5;3200;567112;
рандом от 0 до 5_2;6;3200;10808574;
рандом от 0 до 5_2;7;3200;478394;
рандом от 0 до 5_2;8;3200;1765043;
рандом от 0 до 5_2;9;3200;42632;
рандом от 0 до 5_2;10;3200;15368971;
рандом от 0 до 5_2;11;3200;150062;
рандом от 0 до 5_2;12;3200;193351;
рандом от 0 до 5_2;0;3300;13714453;
рандом от 0 до 5_2;1;3300;27216750;
рандом от 0 до 5_2;2;3300;32452277;
рандом от 0 до 5_2;3;3300;49070916;
рандом от 0 до 5_2;4;3300;62727;
рандом от 0 до 5_2;5;3300;588708;
рандом от 0 до 5_2;6;3300;11419364;
рандом от 0 до 5_2;7;3300;494972;
рандом от 0 до 5_2;8;3300;1889813;
рандом от 0 до 5_2;9;3300;43932;
рандом от 0 до 5_2;10;3300;16344201;
рандом от 0 до 5_2;11;3300;155150;
рандом от 0 до 5_2;12;3300;186603;
рандом от 0 до 5_2;0;3400;14528898;
рандом от 0 до 5_2;1;3400;28891500;
рандом от 0 до 5_2;2;3400;34437898;
рандом от 0 до 5_2;3;3400;52084909;
рандом от 0 до 5_2;4;3400;64627;
рандом от 0 до 5_2;5;3400;607339;
рандом от 0 до 5_2;6;3400;12128299;
рандом от 0 до 5_2;7;3400;511112;
рандом от 0 до 5_2;8;3400;1985419;
рандом от 0 до 5_2;9;3400;45232;
рандом от 0 до 5_2;10;3400;17349474;
рандом от 0 до 5_2;11;3400;160270;
рандом от 0 до 5_2;12;3400;192429;
рандом от 0 до 5_2;0;3500;15253629;
рандом от 0 до 5_2;1;3500;30616250;
рандом от 0 до 5_2;2;3500;36611340;
рандом от 0 до 5_2;3;3500;55233732;
рандом от 0 до 5_2;4;3500;66527;
рандом от 0 до 5_2;5;3500;630213;
рандом от 0 до 5_2;6;3500;12715024;
рандом от 0 до 5_2;7;3500;527635;
рандом от 0 до 5_2;8;3500;2109727;
рандом от 0 до 5_2;9;3500;46532;
рандом от 0 до 5_2;10;3500;18384702;
рандом от 0 до 5_2;11;3500;165438;
рандом от 0 до 5_2;12;3500;194916;
рандом от 0 до 5_2;0;3600;16118806;
рандом от 0 до 5_2;1;3600;32391000;
рандом от 0 до 5_2;2;3600;38771038;
рандом от 0 до 5_2;3;3600;58321485;
рандом от 0 до 5_2;4;3600;68427;
рандом от 0 до 5_2;5;3600;647418;
рандом от 0 до 5_2;6;3600;13416279;
рандом от 0 до 5_2;7;3600;544272;
рандом от 0 до 5_2;8;3600;2223151;
рандом от 0 до 5_2;9;3600;47832;
рандом от 0 до 5_2;10;3600;19449997;
рандом от 0 до 5_2;11;3600;170698;
рандом от 0 до 5_2;12;3600;207485;
рандом от 0 до 5_2;0;3700;17059008;
рандом от 0 до 5_2;1;3700;34215750;
рандом от 0 до 5_2;2;3700;40956802;
рандом от 0 до 5_2;3;3700;61716067;
рандом от 0 до 5_2;4;3700;70327;
рандом от 0 до 5_2;5;3700;663914;
рандом от 0 до 5_2;6;3700;14169929;
рандом от 0 до 5_2;7;3700;560340;
рандом от 0 до 5_2;8;3700;2353457;
рандом от 0 до 5_2;9;3700;49132;
рандом от 0 до 5_2;10;3700;20545275;
рандом от 0 до 5_2;11;3700;175838;
рандом от 0 до 5_2;12;3700;208132;
рандом от 0 до 5_2;0;3800;18010081;
рандом от 0 до 5_2;1;3800;36090500;
рандом от 0 до 5_2;2;3800;43200028;
рандом от 0 до 5_2;3;3800;65059776;
рандом от 0 до 5_2;4;3800;72227;
рандом от 0 до 5_2;5;3800;688941;
рандом от 0 до 5_2;6;3800;14918184;
рандом от 0 до 5_2;7;3800;576949;
рандом от 0 до 5_2;8;3800;2472963;
рандом от 0 до 5_2;9;3800;50432;
рандом от 0 до 5_2;10;3800;21670569;
рандом от 0 до 5_2;11;3800;181118;
рандом от 0 до 5_2;12;3800;213474;
рандом от 0 до 5_2;0;3900;19084958;
рандом от 0 до 5_2;1;3900;38015250;
рандом от 0 до 5_2;2;3900;45433833;
рандом от 0 до 5_2;3;3900;68420445;
рандом от 0 до 5_2;4;3900;74127;
рандом от 0 до 5_2;5;3900;708006;
рандом от 0 до 5_2;6;3900;15804039;
рандом от 0 до 5_2;7;3900;593453;
рандом от 0 до 5_2;8;3900;2606113;
рандом от 0 до 5_2;9;3900;51732;
рандом от 0 до 5_2;10;3900;22825783;
рандом от 0 до 5_2;11;3900;186542;
рандом от 0 до 5_2;12;3900;217918;
рандом от 0 до 5_2;0;4000;20133833;
рандом от 0 до 5_2;1;4000;39990000;
рандом от 0 до 5_2;2;4000;47765448;
рандом от 0 до 5_2;3;4000;72138633;
рандом от 0 до 5_2;4;4000;76027;
рандом от 0 до 5_2;5;4000;723520;
рандом от 0 до 5_2;6;4000;16650859;
рандом от 0 до 5_2;7;4000;609512;
рандом от 0 до 5_2;8;4000;2740561;
рандом от 0 до 5_2;9;4000;53032;
рандом от 0 до 5_2;10;4000;24011063;
рандом от 0 до 5_2;11;4000;192102;
рандом от 0 до 5_2;12;4000;232685;
рандом от 0 до 5_2;0;4100;21214077;
рандом от 0 до 5_2;1;4100;42014750;
рандом от 0 до 5_2;2;4100;50137415;
рандом от 0 до 5_2;3;4100;75816655;
рандом от 0 до 5_2;4;4100;77927;
рандом от 0 до 5_2;5;4100;743834;
рандом от 0 до 5_2;6;4100;17571209;
рандом от 0 до 5_2;7;4100;625552;
рандом от 0 до 5_2;8;4100;2870489;
рандом от 0 до 5_2;9;4100;54332;
рандом от 0 до 5_2;10;4100;25226372;
рандом от 0 до 5_2;11;4100;197386;
рандом от 0 до 5_2;12;4100;261867;
рандом от 0 до 4000_2;0;100;14557;
рандом от 0 до 4000_2;1;100;24750;
рандом от 0 до 4000_2;2;100;29643;
рандом от 0 до 4000_2;3;100;43418;
рандом от 0 до 4000_2;4;100;1927;
рандом от 0 до 4000_2;5;100;10227;
рандом от 0 до 4000_2;6;100;11194;
рандом от 0 до 4000_2;7;100;9375;
рандом от 0 до 4000_2;8;100;3369;
рандом от 0 до 4000_2;9;100;2332;
рандом от 0 до 4000_2;10;100;15286;
рандом от 0 до 4000_2;11;100;2744;
рандом от 0 до 4000_2;12;100;2950;
рандом от 0 до 4000_2;0;200;51372;
рандом от 0 до 4000_2;1;200;99500;
рандом от 0 до 4000_2;2;200;120918;
рандом от 0 до 4000_2;3;200;176626;
рандом от 0 до 4000_2;4;200;3827;
рандом от 0 до 4000_2;5;200;23177;
рандом от 0 до 4000_2;6;200;40514;
рандом от 0 до 4000_2;7;200;20979;
рандом от 0 до 4000_2;8;200;10241;
рандом от 0 до 4000_2;9;200;3632;
рандом от 0 до 4000_2;10;200;60574;
рандом от 0 до 4000_2;11;200;6328;
рандом от 0 до 4000_2;12;200;7185;
рандом от 0 до 4000_2;0;300;112190;
рандом от 0 до 4000_2;1;300;224250;
рандом от 0 до 4000_2;2;300;275402;
рандом от 0 до 4000_2;3;300;391959;
рандом от 0 до 4000_2;4;300;5727;
рандом от 0 до 4000_2;5;300;37428;
рандом от 0 до 4000_2;6;300;88929;
рандом от 0 до 4000_2;7;300;33456;
рандом от 0 до 4000_2;8;300;21011;
рандом от 0 до 4000_2;9;300;4932;
рандом от 0 до 4000_2;10;300;135835;
рандом от 0 до 4000_2;11;300;9932;
рандом от 0 до 4000_2;12;300;11849;
рандом от 0 до 4000_2;0;400;204101;
рандом от 0 до 4000_2;1;400;399000;
рандом от 0 до 4000_2;2;400;485422;
рандом от 0 до 4000_2;3;400;701776;
рандом от 0 до 4000_2;4;400;7627;
рандом от 0 до 4000_2;5;400;52977;
рандом от 0 до 4000_2;6;400;160784;
рандом от 0 до 4000_2;7;400;46453;
рандом от 0 до 4000_2;8;400;33923;
рандом от 0 до 4000_2;9;400;6232;
рандом от 0 до 4000_2;10;400;241098;
рандом от 0 до 4000_2;11;400;14159;
рандом от 0 до 4000_2;12;400;16649;
рандом от 0 до 4000_2;0;500;326476;
рандом от 0 до 4000_2;1;500;623750;
рандом от 0 до 4000_2;2;500;747512;
рандом от 0 до 4000_2;3;500;1115294;
рандом от 0 до 4000_2;4;500;9527;
рандом от 0 до 4000_2;5;500;67503;
рандом от 0 до 4000_2;6;500;263334;
рандом от 0 до 4000_2;7;500;59436;
рандом от 0 до 4000_2;8;500;50779;
рандом от 0 до 4000_2;9;500;7532;
рандом от 0 до 4000_2;10;500;376408;
рандом от 0 до 4000_2;11;500;18311;
рандом от 0 до 4000_2;12;500;20377;
рандом от 0 до 4000_2;0;600;457444;
рандом от 0 до 4000_2;1;600;898500;
рандом от 0 до 4000_2;2;600;1078660;
рандом от 0 до 4000_2;3;600;1614595;
рандом от 0 до 4000_2;4;600;11427;
рандом от 0 до 4000_2;5;600;83586;
рандом от 0 до 4000_2;6;600;372309;
рандом от 0 до 4000_2;7;600;73544;
рандом от 0 до 4000_2;8;600;71717;
рандом от 0 до 4000_2;9;600;8832;
рандом от 0 до 4000_2;10;600;541681;
рандом от 0 до 4000_2;11;600;22759;
рандом от 0 до 4000_2;12;600;27740;
рандом от 0 до 4000_2;0;700;617262;
рандом от 0 до 4000_2;1;700;1223250;
рандом от 0 до 4000_2;2;700;1472443;
рандом от 0 до 4000_2;3;700;2178339;
рандом от 0 до 4000_2;4;700;13327;
рандом от 0 до 4000_2;5;700;100646;
рандом от 0 до 4000_2;6;700;507269;
рандом от 0 до 4000_2;7;700;87687;
рандом от 0 до 4000_2;8;700;95339;
рандом от 0 до 4000_2;9;700;10132;
рандом от 0 до 4000_2;10;700;736953;
рандом от 0 до 4000_2;11;700;26935;
рандом от 0 до 4000_2;12;700;31909;
рандом от 0 до 4000_2;0;800;793282;
рандом от 0 до 4000_2;1;800;1598000;
рандом от 0 до 4000_2;2;800;1922340;
рандом от 0 до 4000_2;3;800;2846885;
рандом от 0 до 4000_2;4;800;15227;
рандом от 0 до 4000_2;5;800;118264;
рандом от 0 до 4000_2;6;800;656139;
рандом от 0 до 4000_2;7;800;101825;
рандом от 0 до 4000_2;8;800;121823;
рандом от 0 до 4000_2;9;800;11432;
рандом от 0 до 4000_2;10;800;962219;
рандом от 0 до 4000_2;11;800;31514;
рандом от 0 до 4000_2;12;800;38495;
рандом от 0 до 4000_2;0;900;1013494;
рандом от 0 до 4000_2;1;900;2022750;
рандом от 0 до 4000_2;2;900;2405842;
рандом от 0 до 4000_2;3;900;3637233;
рандом от 0 до 4000_2;4;900;17127;
рандом от 0 до 4000_2;5;900;135188;
рандом от 0 до 4000_2;6;900;846319;
рандом от 0 до 4000_2;7;900;116037;
рандом от 0 до 4000_2;8;900;151885;
рандом от 0 до 4000_2;9;900;12732;
рандом от 0 до 4000_2;10;900;1217500;
рандом от 0 до 4000_2;11;900;36054;
рандом от 0 до 4000_2;12;900;42395;
рандом от 0 до 4000_2;0;1000;1238559;
рандом от 0 до 4000_2;1;1000;2497500;
рандом от 0 до 4000_2;2;1000;2993053;
рандом от 0 до 4000_2;3;1000;4485177;
рандом от 0 до 4000_2;4;1000;19027;
рандом от 0 до 4000_2;5;1000;150874;
рандом от 0 до 4000_2;6;1000;1036999;
рандом от 0 до 4000_2;7;1000;130091;
рандом от 0 до 4000_2;8;1000;183571;
рандом от 0 до 4000_2;9;1000;14032;
рандом от 0 до 4000_2;10;1000;1502789;
рандом от 0 до 4000_2;11;1000;40658;
рандом от 0 до 4000_2;12;1000;45811;
рандом от 0 до 4000_2;0;1100;1474101;
рандом от 0 до 4000_2;1;1100;3022250;
рандом от 0 до 4000_2;2;1100;3635458;
рандом от 0 до 4000_2;3;1100;5365762;
рандом от 0 до 4000_2;4;1100;20927;
рандом от 0 до 4000_2;5;1100;168738;
рандом от 0 до 4000_2;6;1100;1234274;
рандом от 0 до 4000_2;7;1100;145064;
рандом от 0 до 4000_2;8;1100;219971;
рандом от 0 до 4000_2;9;1100;15332;
рандом от 0 до 4000_2;10;1100;1818096;
рандом от 0 до 4000_2;11;1100;45398;
рандом от 0 до 4000_2;12;1100;56468;
рандом от 0 до 4000_2;0;1200;1759656;
рандом от 0 до 4000_2;1;1200;3597000;
рандом от 0 до 4000_2;2;1200;4326297;
рандом от 0 до 4000_2;3;1200;6453812;
рандом от 0 до 4000_2;4;1200;22827;
рандом от 0 до 4000_2;5;1200;187130;
рандом от 0 до 4000_2;6;1200;1465184;
рандом от 0 до 4000_2;7;1200;160499;
рандом от 0 до 4000_2;8;1200;264051;
рандом от 0 до 4000_2;9;1200;16632;
рандом от 0 до 4000_2;10;1200;2163379;
рандом от 0 до 4000_2;11;1200;50302;
рандом от 0 до 4000_2;12;1200;62321;
рандом от 0 до 4000_2;0;1300;2061611;
рандом от 0 до 4000_2;1;1300;4221750;
рандом от 0 до 4000_2;2;1300;5092985;
рандом от 0 до 4000_2;3;1300;7528375;
рандом от 0 до 4000_2;4;1300;24727;
рандом от 0 до 4000_2;5;1300;206409;
рандом от 0 до 4000_2;6;1300;1709429;
рандом от 0 до 4000_2;7;1300;175852;
рандом от 0 до 4000_2;8;1300;308439;
рандом от 0 до 4000_2;9;1300;17932;
рандом от 0 до 4000_2;10;1300;2538612;
рандом от 0 до 4000_2;11;1300;55150;
рандом от 0 до 4000_2;12;1300;66890;
рандом от 0 до 4000_2;0;1400;2366017;
рандом от 0 до 4000_2;1;1400;4896500;
рандом от 0 до 4000_2;2;1400;5944682;
рандом от 0 до 4000_2;3;1400;8780642;
рандом от 0 до 4000_2;4;1400;26627;
рандом от 0 до 4000_2;5;1400;224227;
рандом от 0 до 4000_2;6;1400;1943994;
рандом от 0 до 4000_2;7;1400;191013;
рандом от 0 до 4000_2;8;1400;353607;
рандом от 0 до 4000_2;9;1400;19232;
рандом от 0 до 4000_2;10;1400;2943899;
рандом от 0 до 4000_2;11;1400;59662;
рандом от 0 до 4000_2;12;1400;70581;
рандом от 0 до 4000_2;0;1500;2765204;
рандом от 0 до 4000_2;1;1500;5621250;
рандом от 0 до 4000_2;2;1500;6778512;
рандом от 0 до 4000_2;3;1500;10107704;
рандом от 0 до 4000_2;4;1500;28527;
рандом от 0 до 4000_2;5;1500;243707;
рандом от 0 до 4000_2;6;1500;2268464;
рандом от 0 до 4000_2;7;1500;206133;
рандом от 0 до 4000_2;8;1500;405007;
рандом от 0 до 4000_2;9;1500;20532;
рандом от 0 до 4000_2;10;1500;3379202;
рандом от 0 до 4000_2;11;1500;64458;
рандом от 0 до 4000_2;12;1500;75080;
рандом от 0 до 4000_2;0;1600;3163651;
рандом от 0 до 4000_2;1;1600;6396000;
рандом от 0 до 4000_2;2;1600;7712823;
рандом от 0 до 4000_2;3;1600;11508268;
рандом от 0 до 4000_2;4;1600;30427;
рандом от 0 до 4000_2;5;1600;261945;
рандом от 0 до 4000_2;6;1600;2591484;
рандом от 0 до 4000_2;7;1600;221437;
рандом от 0 до 4000_2;8;1600;456649;
рандом от 0 до 4000_2;9;1600;21832;
рандом от 0 до 4000_2;10;1600;3844450;
рандом от 0 до 4000_2;11;1600;69166;
рандом от 0 до 4000_2;12;1600;86193;
рандом от 0 до 4000_2;0;1700;3566483;
рандом от 0 до 4000_2;1;1700;7220750;
рандом от 0 до 4000_2;2;1700;8726872;
рандом от 0 до 4000_2;3;1700;12989137;
рандом от 0 до 4000_2;4;1700;32327;
рандом от 0 до 4000_2;5;1700;278287;
рандом от 0 до 4000_2;6;1700;2911019;
рандом от 0 до 4000_2;7;1700;236816;
рандом от 0 до 4000_2;8;1700;517985;
рандом от 0 до 4000_2;9;1700;23132;
рандом от 0 до 4000_2;10;1700;4339716;
рандом от 0 до 4000_2;11;1700;74118;
рандом от 0 до 4000_2;12;1700;86929;
рандом от 0 до 4000_2;0;1800;4023646;
рандом от 0 до 4000_2;1;1800;8095500;
рандом от 0 до 4000_2;2;1800;9767673;
рандом от 0 до 4000_2;3;1800;14569795;
рандом от 0 до 4000_2;4;1800;34227;
рандом от 0 до 4000_2;5;1800;297349;
рандом от 0 до 4000_2;6;1800;3277789;
рандом от 0 до 4000_2;7;1800;252162;
рандом от 0 до 4000_2;8;1800;576669;
рандом от 0 до 4000_2;9;1800;24432;
рандом от 0 до 4000_2;10;1800;4865010;
рандом от 0 до 4000_2;11;1800;78934;
рандом от 0 до 4000_2;12;1800;92951;
рандом от 0 до 4000_2;0;1900;4531720;
рандом от 0 до 4000_2;1;1900;9020250;
рандом от 0 до 4000_2;2;1900;10849983;
рандом от 0 до 4000_2;3;1900;16150374;
рандом от 0 до 4000_2;4;1900;36127;
рандом от 0 до 4000_2;5;1900;316230;
рандом от 0 до 4000_2;6;1900;3696334;
рандом от 0 до 4000_2;7;1900;267355;
рандом от 0 до 4000_2;8;1900;636653;
рандом от 0 до 4000_2;9;1900;25732;
рандом от 0 до 4000_2;10;1900;5420270;
рандом от 0 до 4000_2;11;1900;84026;
рандом от 0 до 4000_2;12;1900;96308;
рандом от 0 до 4000_2;0;2000;5040710;
рандом от 0 до 4000_2;1;2000;9995000;
рандом от 0 до 4000_2;2;2000;12013190;
рандом от 0 до 4000_2;3;2000;17996306;
рандом от 0 до 4000_2;4;2000;38027;
рандом от 0 до 4000_2;5;2000;335956;
рандом от 0 до 4000_2;6;2000;4105114;
рандом от 0 до 4000_2;7;2000;282574;
рандом от 0 до 4000_2;8;2000;707367;
рандом от 0 до 4000_2;9;2000;27032;
рандом от 0 до 4000_2;10;2000;6005583;
рандом от 0 до 4000_2;11;2000;88934;
рандом от 0 до 4000_2;12;2000;102915;
рандом от 0 до 4000_2;0;2100;5604817;
рандом от 0 до 4000_2;1;2100;11019750;
рандом от 0 до 4000_2;2;2100;13199452;
рандом от 0 до 4000_2;3;2100;19870856;
рандом от 0 до 4000_2;4;2100;39927;
рандом от 0 до 4000_2;5;2100;353414;
рандом от 0 до 4000_2;6;2100;4570684;
рандом от 0 до 4000_2;7;2100;298467;
рандом от 0 до 4000_2;8;2100;776257;
рандом от 0 до 4000_2;9;2100;28332;
рандом от 0 до 4000_2;10;2100;6620863;
рандом от 0 до 4000_2;11;2100;94014;
рандом от 0 до 4000_2;12;2100;118031;
рандом от 0 до 4000_2;0;2200;6150536;
рандом от 0 до 4000_2;1;2200;12094500;
рандом от 0 до 4000_2;2;2200;14497825;
рандом от 0 до 4000_2;3;2200;21781177;
рандом от 0 до 4000_2;4;2200;41827;
рандом от 0 до 4000_2;5;2200;372783;
рандом от 0 до 4000_2;6;2200;5009919;
рандом от 0 до 4000_2;7;2200;314737;
рандом от 0 до 4000_2;8;2200;852249;
рандом от 0 до 4000_2;9;2200;29632;
рандом от 0 до 4000_2;10;2200;7266149;
рандом от 0 до 4000_2;11;2200;98926;
рандом от 0 до 4000_2;12;2200;125311;
рандом от 0 до 4000_2;0;2300;6720451;
рандом от 0 до 4000_2;1;2300;13219250;
рандом от 0 до 4000_2;2;2300;15844738;
рандом от 0 до 4000_2;3;2300;23796948;
рандом от 0 до 4000_2;4;2300;43727;
рандом от 0 до 4000_2;5;2300;393280;
рандом от 0 до 4000_2;6;2300;5461324;
рандом от 0 до 4000_2;7;2300;331304;
рандом от 0 до 4000_2;8;2300;921733;
рандом от 0 до 4000_2;9;2300;30932;
рандом от 0 до 4000_2;10;2300;7941409;
рандом от 0 до 4000_2;11;2300;103638;
рандом от 0 до 4000_2;12;2300;127305;
рандом от 0 до 4000_2;0;2400;7347123;
рандом от 0 до 4000_2;1;2400;14394000;
рандом от 0 до 4000_2;2;2400;17230973;
рандом от 0 до 4000_2;3;2400;25965272;
рандом от 0 до 4000_2;4;2400;45627;
рандом от 0 до 4000_2;5;2400;412074;
рандом от 0 до 4000_2;6;2400;5971504;
рандом от 0 до 4000_2;7;2400;347603;
рандом от 0 до 4000_2;8;2400;1004941;
рандом от 0 до 4000_2;9;2400;32232;
рандом от 0 до 4000_2;10;2400;8646695;
рандом от 0 до 4000_2;11;2400;108902;
рандом от 0 до 4000_2;12;2400;138179;
рандом от 0 до 4000_2;0;2500;8014052;
рандом от 0 до 4000_2;1;2500;15618750;
рандом от 0 до 4000_2;2;2500;18662497;
рандом от 0 до 4000_2;3;2500;28164705;
рандом от 0 до 4000_2;4;2500;47527;
рандом от 0 до 4000_2;5;2500;430791;
рандом от 0 до 4000_2;6;2500;6514839;
рандом от 0 до 4000_2;7;2500;364036;
рандом от 0 до 4000_2;8;2500;1089143;
рандом от 0 до 4000_2;9;2500;33532;
рандом от 0 до 4000_2;10;2500;9381946;
рандом от 0 до 4000_2;11;2500;113734;
рандом от 0 до 4000_2;12;2500;143538;
рандом от 0 до 4000_2;0;2600;8683541;
рандом от 0 до 4000_2;1;2600;16893500;
рандом от 0 до 4000_2;2;2600;20197292;
рандом от 0 до 4000_2;3;2600;30387371;
рандом от 0 до 4000_2;4;2600;49427;
рандом от 0 до 4000_2;5;2600;450874;
рандом от 0 до 4000_2;6;2600;7045669;
рандом от 0 до 4000_2;7;2600;380497;
рандом от 0 до 4000_2;8;2600;1178693;
рандом от 0 до 4000_2;9;2600;34832;
рандом от 0 до 4000_2;10;2600;10147216;
рандом от 0 до 4000_2;11;2600;119090;
рандом от 0 до 4000_2;12;2600;147177;
рандом от 0 до 4000_2;0;2700;9407188;
рандом от 0 до 4000_2;1;2700;18218250;
рандом от 0 до 4000_2;2;2700;21709458;
рандом от 0 до 4000_2;3;2700;32862970;
рандом от 0 до 4000_2;4;2700;51327;
рандом от 0 до 4000_2;5;2700;469324;
рандом от 0 до 4000_2;6;2700;7667694;
рандом от 0 до 4000_2;7;2700;396707;
рандом от 0 до 4000_2;8;2700;1273103;
рандом от 0 до 4000_2;9;2700;36132;
рандом от 0 до 4000_2;10;2700;10942514;
рандом от 0 до 4000_2;11;2700;124210;
рандом от 0 до 4000_2;12;2700;152359;
рандом от 0 до 4000_2;0;2800;10052406;
рандом от 0 до 4000_2;1;2800;19593000;
рандом от 0 до 4000_2;2;2800;23342763;
рандом от 0 до 4000_2;3;2800;35345666;
рандом от 0 до 4000_2;4;2800;53227;
рандом от 0 до 4000_2;5;2800;490075;
рандом от 0 до 4000_2;6;2800;8224494;
рандом от 0 до 4000_2;7;2800;412991;
рандом от 0 до 4000_2;8;2800;1367963;
рандом от 0 до 4000_2;9;2800;37432;
рандом от 0 до 4000_2;10;2800;11767766;
рандом от 0 до 4000_2;11;2800;129466;
рандом от 0 до 4000_2;12;2800;158612;
рандом от 0 до 4000_2;0;2900;10757981;
рандом от 0 до 4000_2;1;2900;21017750;
рандом от 0 до 4000_2;2;2900;25032867;
рандом от 0 до 4000_2;3;2900;37915136;
рандом от 0 до 4000_2;4;2900;55127;
рандом от 0 до 4000_2;5;2900;510537;
рандом от 0 до 4000_2;6;2900;8846124;
рандом от 0 до 4000_2;7;2900;429480;
рандом от 0 до 4000_2;8;2900;1456543;
рандом от 0 до 4000_2;9;2900;38732;
рандом от 0 до 4000_2;10;2900;12623028;
рандом от 0 до 4000_2;11;2900;134250;
рандом от 0 до 4000_2;12;2900;163375;
рандом от 0 до 4000_2;0;3000;11424853;
рандом от 0 до 4000_2;1;3000;22492500;
рандом от 0 до 4000_2;2;3000;26816145;
рандом от 0 до 4000_2;3;3000;40594624;
рандом от 0 до 4000_2;4;3000;57027;
рандом от 0 до 4000_2;5;3000;526337;
рандом от 0 до 4000_2;6;3000;9415784;
рандом от 0 до 4000_2;7;3000;445616;
рандом от 0 до 4000_2;8;3000;1558897;
рандом от 0 до 4000_2;9;3000;40032;
рандом от 0 до 4000_2;10;3000;13508293;
рандом от 0 до 4000_2;11;3000;139610;
рандом от 0 до 4000_2;12;3000;169328;
рандом от 0 до 4000_2;0;3100;12184993;
рандом от 0 до 4000_2;1;3100;24017250;
рандом от 0 до 4000_2;2;3100;28608378;
рандом от 0 до 4000_2;3;3100;43239380;
рандом от 0 до 4000_2;4;3100;58927;
рандом от 0 до 4000_2;5;3100;547736;
рандом от 0 до 4000_2;6;3100;10086104;
рандом от 0 до 4000_2;7;3100;462096;
рандом от 0 до 4000_2;8;3100;1660517;
рандом от 0 до 4000_2;9;3100;41332;
рандом от 0 до 4000_2;10;3100;14423593;
рандом от 0 до 4000_2;11;3100;144734;
рандом от 0 до 4000_2;12;3100;176811;
рандом от 0 до 4000_2;0;3200;12998099;
рандом от 0 до 4000_2;1;3200;25592000;
рандом от 0 до 4000_2;2;3200;30457100;
рандом от 0 до 4000_2;3;3200;46241794;
рандом от 0 до 4000_2;4;3200;60827;
рандом от 0 до 4000_2;5;3200;567112;
рандом от 0 до 4000_2;6;3200;10808574;
рандом от 0 до 4000_2;7;3200;478394;
рандом от 0 до 4000_2;8;3200;1765043;
рандом от 0 до 4000_2;9;3200;42632;
рандом от 0 до 4000_2;10;3200;15368971;
рандом от 0 до 4000_2;11;3200;150062;
рандом от 0 до 4000_2;12;3200;193351;
рандом от 0 до 4000_2;0;3300;13714453;
рандом от 0 до 4000_2;1;3300;27216750;
рандом от 0 до 4000_2;2;3300;32452277;
рандом от 0 до 4000_2;3;3300;49070916;
рандом от 0 до 4000_2;4;3300;62727;
рандом от 0 до 4000_2;5;3300;588708;
рандом от 0 до 4000_2;6;3300;11419364;
рандом от 0 до 4000_2;7;3300;494972;
