Number of substitution;Size of text;Size_of_alphabet;Size of pattern;Type of algorithm;Time(ns)
3;100000;4;2600;Наивный алгоритм;5000973
3;100000;4;2600;Алгоритм КМП с применением стандартных граней;4948194
3;100000;4;2600;Алгоритм КМП с применением уточненных граней;5317669
3;100000;4;2700;Наивный алгоритм;4630042
3;100000;4;2700;Алгоритм КМП с применением стандартных граней;5196096
3;100000;4;2700;Алгоритм КМП с применением уточненных граней;4883775
3;100000;4;2800;Наивный алгоритм;5087432
3;100000;4;2800;Алгоритм КМП с применением стандартных граней;5499817
3;100000;4;2800;Алгоритм КМП с применением уточненных граней;4929396
3;100000;4;2900;Наивный алгоритм;5373063
3;100000;4;2900;Алгоритм КМП с применением стандартных граней;5112920
3;100000;4;2900;Алгоритм КМП с применением уточненных граней;5069170
3;100000;4;3000;Наивный алгоритм;4871412
3;100000;4;3000;Алгоритм КМП с применением стандартных граней;5013238
3;100000;4;3000;Алгоритм КМП с применением уточненных граней;4878795
4;10000;2;100;Наивный алгоритм;790311
4;10000;2;100;Алгоритм КМП с применением стандартных граней;1209507
4;10000;2;100;Алгоритм КМП с применением уточненных граней;758057
4;10000;2;200;Наивный алгоритм;843979
4;10000;2;200;Алгоритм КМП с применением стандартных граней;738072
4;10000;2;200;Алгоритм КМП с применением уточненных граней;778041
4;10000;2;300;Наивный алгоритм;766109
4;10000;2;300;Алгоритм КМП с применением стандартных граней;745859
4;10000;2;300;Алгоритм КМП с применением уточненных граней;791739
4;10000;2;400;Наивный алгоритм;1044768
4;10000;2;400;Алгоритм КМП с применением стандартных граней;751343
4;10000;2;400;Алгоритм КМП с применением уточненных граней;812944
4;10000;2;500;Наивный алгоритм;767865
4;10000;2;500;Алгоритм КМП с применением стандартных граней;931529
4;10000;2;500;Алгоритм КМП с применением уточненных граней;847526
4;10000;2;600;Наивный алгоритм;818612
4;10000;2;600;Алгоритм КМП с применением стандартных граней;1009774
4;10000;2;600;Алгоритм КМП с применением уточненных граней;843161
4;10000;2;700;Наивный алгоритм;913297
4;10000;2;700;Алгоритм КМП с применением стандартных граней;819809
4;10000;2;700;Алгоритм КМП с применением уточненных граней;872447
4;10000;2;800;Наивный алгоритм;832774
4;10000;2;800;Алгоритм КМП с применением стандартных граней;803013
4;10000;2;800;Алгоритм КМП с применением уточненных граней;778811
4;10000;2;900;Наивный алгоритм;864251
4;10000;2;900;Алгоритм КМП с применением стандартных граней;769034
4;10000;2;900;Алгоритм КМП с применением уточненных граней;789399
4;10000;2;1000;Наивный алгоритм;858532
4;10000;2;1000;Алгоритм КМП с применением стандартных граней;846435
4;10000;2;1000;Алгоритм КМП с применением уточненных граней;844550
4;10000;2;1100;Наивный алгоритм;845135
4;10000;2;1100;Алгоритм КМП с применением стандартных граней;835540
4;10000;2;1100;Алгоритм КМП с применением уточненных граней;855902
4;10000;2;1200;Наивный алгоритм;870394
4;10000;2;1200;Алгоритм КМП с применением стандартных граней;841834
4;10000;2;1200;Алгоритм КМП с применением уточненных граней;838058
4;10000;2;1300;Наивный алгоритм;822722
4;10000;2;1300;Алгоритм КМП с применением стандартных граней;779514
4;10000;2;1300;Алгоритм КМП с применением уточненных граней;913882
4;10000;2;1400;Наивный алгоритм;1118823
4;10000;2;1400;Алгоритм КМП с применением стандартных граней;827025
4;10000;2;1400;Алгоритм КМП с применением уточненных граней;835986
4;10000;2;1500;Наивный алгоритм;1587317
4;10000;2;1500;Алгоритм КМП с применением стандартных граней;770498
4;10000;2;1500;Алгоритм КМП с применением уточненных граней;828198
4;10000;2;1600;Наивный алгоритм;1205990
4;10000;2;1600;Алгоритм КМП с применением стандартных граней;770326
4;10000;2;1600;Алгоритм КМП с применением уточненных граней;764487
4;10000;2;1700;Наивный алгоритм;720391
4;10000;2;1700;Алгоритм КМП с применением стандартных граней;863739
4;10000;2;1700;Алгоритм КМП с применением уточненных граней;787936
4;10000;2;1800;Наивный алгоритм;756859
4;10000;2;1800;Алгоритм КМП с применением стандартных граней;733058
4;10000;2;1800;Алгоритм КМП с применением уточненных граней;1204854
4;10000;2;1900;Наивный алгоритм;724670
4;10000;2;1900;Алгоритм КМП с применением стандартных граней;759142
4;10000;2;1900;Алгоритм КМП с применением уточненных граней;847978
4;10000;2;2000;Наивный алгоритм;788473
4;10000;2;2000;Алгоритм КМП с применением стандартных граней;852225
4;10000;2;2000;Алгоритм КМП с применением уточненных граней;788630
4;10000;2;2100;Наивный алгоритм;1063716
4;10000;2;2100;Алгоритм КМП с применением стандартных граней;814669
4;10000;2;2100;Алгоритм КМП с применением уточненных граней;795584
4;10000;2;2200;Наивный алгоритм;794454
4;10000;2;2200;Алгоритм КМП с применением стандартных граней;804207
4;10000;2;2200;Алгоритм КМП с применением уточненных граней;891451
4;10000;2;2300;Наивный алгоритм;713174
4;10000;2;2300;Алгоритм КМП с применением стандартных граней;773240
4;10000;2;2300;Алгоритм КМП с применением уточненных граней;1061815
4;10000;2;2400;Наивный алгоритм;823396
4;10000;2;2400;Алгоритм КМП с применением стандартных граней;800205
4;10000;2;2400;Алгоритм КМП с применением уточненных граней;884676
4;10000;2;2500;Наивный алгоритм;719786
4;10000;2;2500;Алгоритм КМП с применением стандартных граней;887390
4;10000;2;2500;Алгоритм КМП с применением уточненных граней;788453
4;10000;2;2600;Наивный алгоритм;1076329
4;10000;2;2600;Алгоритм КМП с применением стандартных граней;777216
4;10000;2;2600;Алгоритм КМП с применением уточненных граней;988099
4;10000;2;2700;Наивный алгоритм;752377
4;10000;2;2700;Алгоритм КМП с применением стандартных граней;754232
4;10000;2;2700;Алгоритм КМП с применением уточненных граней;826585
4;10000;2;2800;Наивный алгоритм;788656
4;10000;2;2800;Алгоритм КМП с применением стандартных граней;1253698
4;10000;2;2800;Алгоритм КМП с применением уточненных граней;821529
4;10000;2;2900;Наивный алгоритм;817860
4;10000;2;2900;Алгоритм КМП с применением стандартных граней;764644
4;10000;2;2900;Алгоритм КМП с применением уточненных граней;939071
4;10000;2;3000;Наивный алгоритм;714414
4;10000;2;3000;Алгоритм КМП с применением стандартных граней;852461
4;10000;2;3000;Алгоритм КМП с применением уточненных граней;1063154
4;10000;4;100;Наивный алгоритм;789563
4;10000;4;100;Алгоритм КМП с применением стандартных граней;624382
4;10000;4;100;Алгоритм КМП с применением уточненных граней;560764
4;10000;4;200;Наивный алгоритм;569760
4;10000;4;200;Алгоритм КМП с применением стандартных граней;594156
4;10000;4;200;Алгоритм КМП с применением уточненных граней;563922
4;10000;4;300;Наивный алгоритм;530781
4;10000;4;300;Алгоритм КМП с применением стандартных граней;563812
4;10000;4;300;Алгоритм КМП с применением уточненных граней;676539
4;10000;4;400;Наивный алгоритм;535728
4;10000;4;400;Алгоритм КМП с применением стандартных граней;1258322
4;10000;4;400;Алгоритм КМП с применением уточненных граней;557968
4;10000;4;500;Наивный алгоритм;546469
4;10000;4;500;Алгоритм КМП с применением стандартных граней;634127
4;10000;4;500;Алгоритм КМП с применением уточненных граней;647577
4;10000;4;600;Наивный алгоритм;523612
4;10000;4;600;Алгоритм КМП с применением стандартных граней;568874
4;10000;4;600;Алгоритм КМП с применением уточненных граней;625944
4;10000;4;700;Наивный алгоритм;515520
4;10000;4;700;Алгоритм КМП с применением стандартных граней;696352
4;10000;4;700;Алгоритм КМП с применением уточненных граней;749662
4;10000;4;800;Наивный алгоритм;539216
4;10000;4;800;Алгоритм КМП с применением стандартных граней;576328
4;10000;4;800;Алгоритм КМП с применением уточненных граней;686472
4;10000;4;900;Наивный алгоритм;579478
4;10000;4;900;Алгоритм КМП с применением стандартных граней;615329
4;10000;4;900;Алгоритм КМП с применением уточненных граней;681096
4;10000;4;1000;Наивный алгоритм;569382
4;10000;4;1000;Алгоритм КМП с применением стандартных граней;666305
4;10000;4;1000;Алгоритм КМП с применением уточненных граней;882558
4;10000;4;1100;Наивный алгоритм;563482
4;10000;4;1100;Алгоритм КМП с применением стандартных граней;605127
4;10000;4;1100;Алгоритм КМП с применением уточненных граней;695514
4;10000;4;1200;Наивный алгоритм;577979
4;10000;4;1200;Алгоритм КМП с применением стандартных граней;699115
4;10000;4;1200;Алгоритм КМП с применением уточненных граней;679752
4;10000;4;1300;Наивный алгоритм;566911
4;10000;4;1300;Алгоритм КМП с применением стандартных граней;637640
4;10000;4;1300;Алгоритм КМП с применением уточненных граней;823009
4;10000;4;1400;Наивный алгоритм;613003
4;10000;4;1400;Алгоритм КМП с применением стандартных граней;566561
4;10000;4;1400;Алгоритм КМП с применением уточненных граней;628491
4;10000;4;1500;Наивный алгоритм;547922
4;10000;4;1500;Алгоритм КМП с применением стандартных граней;658426
4;10000;4;1500;Алгоритм КМП с применением уточненных граней;739360
4;10000;4;1600;Наивный алгоритм;519782
4;10000;4;1600;Алгоритм КМП с применением стандартных граней;574532
4;10000;4;1600;Алгоритм КМП с применением уточненных граней;637806
4;10000;4;1700;Наивный алгоритм;595371
4;10000;4;1700;Алгоритм КМП с применением стандартных граней;920400
4;10000;4;1700;Алгоритм КМП с применением уточненных граней;599199
4;10000;4;1800;Наивный алгоритм;604462
4;10000;4;1800;Алгоритм КМП с применением стандартных граней;572056
4;10000;4;1800;Алгоритм КМП с применением уточненных граней;661026
4;10000;4;1900;Наивный алгоритм;698354
4;10000;4;1900;Алгоритм КМП с применением стандартных граней;818594
4;10000;4;1900;Алгоритм КМП с применением уточненных граней;595394
4;10000;4;2000;Наивный алгоритм;620270
4;10000;4;2000;Алгоритм КМП с применением стандартных граней;962646
4;10000;4;2000;Алгоритм КМП с применением уточненных граней;711297
4;10000;4;2100;Наивный алгоритм;512699
4;10000;4;2100;Алгоритм КМП с применением стандартных граней;592980
4;10000;4;2100;Алгоритм КМП с применением уточненных граней;624044
4;10000;4;2200;Наивный алгоритм;610331
4;10000;4;2200;Алгоритм КМП с применением стандартных граней;678265
4;10000;4;2200;Алгоритм КМП с применением уточненных граней;606700
4;10000;4;2300;Наивный алгоритм;570314
4;10000;4;2300;Алгоритм КМП с применением стандартных граней;637979
4;10000;4;2300;Алгоритм КМП с применением уточненных граней;611959
4;10000;4;2400;Наивный алгоритм;667336
4;10000;4;2400;Алгоритм КМП с применением стандартных граней;621159
4;10000;4;2400;Алгоритм КМП с применением уточненных граней;629613
4;10000;4;2500;Наивный алгоритм;739183
4;10000;4;2500;Алгоритм КМП с применением стандартных граней;825117
4;10000;4;2500;Алгоритм КМП с применением уточненных граней;723121
4;10000;4;2600;Наивный алгоритм;551335
4;10000;4;2600;Алгоритм КМП с применением стандартных граней;589748
4;10000;4;2600;Алгоритм КМП с применением уточненных граней;626553
4;10000;4;2700;Наивный алгоритм;575010
4;10000;4;2700;Алгоритм КМП с применением стандартных граней;612624
4;10000;4;2700;Алгоритм КМП с применением уточненных граней;699183
4;10000;4;2800;Наивный алгоритм;617246
4;10000;4;2800;Алгоритм КМП с применением стандартных граней;1064583
4;10000;4;2800;Алгоритм КМП с применением уточненных граней;667253
4;10000;4;2900;Наивный алгоритм;619639
4;10000;4;2900;Алгоритм КМП с применением стандартных граней;622048
4;10000;4;2900;Алгоритм КМП с применением уточненных граней;707291
4;10000;4;3000;Наивный алгоритм;690023
4;10000;4;3000;Алгоритм КМП с применением стандартных граней;610402
4;10000;4;3000;Алгоритм КМП с применением уточненных граней;716051
4;100000;2;100;Наивный алгоритм;8175405
4;100000;2;100;Алгоритм КМП с применением стандартных граней;7619618
4;100000;2;100;Алгоритм КМП с применением уточненных граней;8058017
4;100000;2;200;Наивный алгоритм;7786829
4;100000;2;200;Алгоритм КМП с применением стандартных граней;7826677
4;100000;2;200;Алгоритм КМП с применением уточненных граней;7506193
4;100000;2;300;Наивный алгоритм;8086581
4;100000;2;300;Алгоритм КМП с применением стандартных граней;7722929
4;100000;2;300;Алгоритм КМП с применением уточненных граней;7808983
4;100000;2;400;Наивный алгоритм;9315262
4;100000;2;400;Алгоритм КМП с применением стандартных граней;7592305
4;100000;2;400;Алгоритм КМП с применением уточненных граней;8062640
4;100000;2;500;Наивный алгоритм;8617488
4;100000;2;500;Алгоритм КМП с применением стандартных граней;8305085
4;100000;2;500;Алгоритм КМП с применением уточненных граней;8211827
4;100000;2;600;Наивный алгоритм;8077412
4;100000;2;600;Алгоритм КМП с применением стандартных граней;8640536
4;100000;2;600;Алгоритм КМП с применением уточненных граней;8642102
4;100000;2;700;Наивный алгоритм;8202746
4;100000;2;700;Алгоритм КМП с применением стандартных граней;7793558
4;100000;2;700;Алгоритм КМП с применением уточненных граней;7895220
4;100000;2;800;Наивный алгоритм;8277126
4;100000;2;800;Алгоритм КМП с применением стандартных граней;8358198
4;100000;2;800;Алгоритм КМП с применением уточненных граней;7957877
4;100000;2;900;Наивный алгоритм;8222472
4;100000;2;900;Алгоритм КМП с применением стандартных граней;7717279
4;100000;2;900;Алгоритм КМП с применением уточненных граней;7815901
4;100000;2;1000;Наивный алгоритм;8498652
4;100000;2;1000;Алгоритм КМП с применением стандартных граней;7952868
4;100000;2;1000;Алгоритм КМП с применением уточненных граней;9108256
4;100000;2;1100;Наивный алгоритм;10138785
4;100000;2;1100;Алгоритм КМП с применением стандартных граней;7291796
4;100000;2;1100;Алгоритм КМП с применением уточненных граней;7638954
4;100000;2;1200;Наивный алгоритм;8655891
4;100000;2;1200;Алгоритм КМП с применением стандартных граней;8190572
4;100000;2;1200;Алгоритм КМП с применением уточненных граней;7757585
4;100000;2;1300;Наивный алгоритм;8789681
4;100000;2;1300;Алгоритм КМП с применением стандартных граней;8177755
4;100000;2;1300;Алгоритм КМП с применением уточненных граней;7889408
4;100000;2;1400;Наивный алгоритм;8718172
4;100000;2;1400;Алгоритм КМП с применением стандартных граней;7527326
4;100000;2;1400;Алгоритм КМП с применением уточненных граней;7549202
4;100000;2;1500;Наивный алгоритм;7811512
4;100000;2;1500;Алгоритм КМП с применением стандартных граней;7763980
4;100000;2;1500;Алгоритм КМП с применением уточненных граней;8420335
4;100000;2;1600;Наивный алгоритм;8219140
4;100000;2;1600;Алгоритм КМП с применением стандартных граней;8220644
4;100000;2;1600;Алгоритм КМП с применением уточненных граней;8779310
4;100000;2;1700;Наивный алгоритм;8355873
4;100000;2;1700;Алгоритм КМП с применением стандартных граней;8325093
4;100000;2;1700;Алгоритм КМП с применением уточненных граней;7929878
4;100000;2;1800;Наивный алгоритм;8436982
4;100000;2;1800;Алгоритм КМП с применением стандартных граней;7905193
4;100000;2;1800;Алгоритм КМП с применением уточненных граней;7766681
4;100000;2;1900;Наивный алгоритм;8142881
4;100000;2;1900;Алгоритм КМП с применением стандартных граней;7524308
4;100000;2;1900;Алгоритм КМП с применением уточненных граней;8153910
4;100000;2;2000;Наивный алгоритм;7996248
4;100000;2;2000;Алгоритм КМП с применением стандартных граней;7856349
4;100000;2;2000;Алгоритм КМП с применением уточненных граней;8022956
4;100000;2;2100;Наивный алгоритм;8745277
4;100000;2;2100;Алгоритм КМП с применением стандартных граней;8110101
4;100000;2;2100;Алгоритм КМП с применением уточненных граней;8229077
4;100000;2;2200;Наивный алгоритм;8163134
4;100000;2;2200;Алгоритм КМП с применением стандартных граней;7972170
4;100000;2;2200;Алгоритм КМП с применением уточненных граней;7874680
4;100000;2;2300;Наивный алгоритм;8734368
4;100000;2;2300;Алгоритм КМП с применением стандартных граней;7423011
4;100000;2;2300;Алгоритм КМП с применением уточненных граней;7454276
4;100000;2;2400;Наивный алгоритм;8114687
4;100000;2;2400;Алгоритм КМП с применением стандартных граней;8526058
4;100000;2;2400;Алгоритм КМП с применением уточненных граней;8357871
4;100000;2;2500;Наивный алгоритм;8262471
4;100000;2;2500;Алгоритм КМП с применением стандартных граней;7815375
4;100000;2;2500;Алгоритм КМП с применением уточненных граней;8014288
4;100000;2;2600;Наивный алгоритм;8387016
4;100000;2;2600;Алгоритм КМП с применением стандартных граней;7875286
4;100000;2;2600;Алгоритм КМП с применением уточненных граней;8079378
4;100000;2;2700;Наивный алгоритм;8194079
4;100000;2;2700;Алгоритм КМП с применением стандартных граней;7794898
4;100000;2;2700;Алгоритм КМП с применением уточненных граней;8154845
4;100000;2;2800;Наивный алгоритм;8007332
4;100000;2;2800;Алгоритм КМП с применением стандартных граней;7502147
4;100000;2;2800;Алгоритм КМП с применением уточненных граней;8110090
4;100000;2;2900;Наивный алгоритм;8759704
4;100000;2;2900;Алгоритм КМП с применением стандартных граней;7660801
4;100000;2;2900;Алгоритм КМП с применением уточненных граней;8935163
4;100000;2;3000;Наивный алгоритм;8231321
4;100000;2;3000;Алгоритм КМП с применением стандартных граней;8702558
4;100000;2;3000;Алгоритм КМП с применением уточненных граней;7786843
4;100000;4;100;Наивный алгоритм;5017859
4;100000;4;100;Алгоритм КМП с применением стандартных граней;5878009
4;100000;4;100;Алгоритм КМП с применением уточненных граней;5286509
4;100000;4;200;Наивный алгоритм;5911903
4;100000;4;200;Алгоритм КМП с применением стандартных граней;6722734
4;100000;4;200;Алгоритм КМП с применением уточненных граней;6988360
4;100000;4;300;Наивный алгоритм;5685819
4;100000;4;300;Алгоритм КМП с применением стандартных граней;6248391
4;100000;4;300;Алгоритм КМП с применением уточненных граней;6546184
4;100000;4;400;Наивный алгоритм;5751575
4;100000;4;400;Алгоритм КМП с применением стандартных граней;6328608
4;100000;4;400;Алгоритм КМП с применением уточненных граней;6039005
4;100000;4;500;Наивный алгоритм;6120936
4;100000;4;500;Алгоритм КМП с применением стандартных граней;6836498
4;100000;4;500;Алгоритм КМП с применением уточненных граней;6781203
4;100000;4;600;Наивный алгоритм;5902491
4;100000;4;600;Алгоритм КМП с применением стандартных граней;6198457
4;100000;4;600;Алгоритм КМП с применением уточненных граней;5901934
4;100000;4;700;Наивный алгоритм;5719740
4;100000;4;700;Алгоритм КМП с применением стандартных граней;6128203
4;100000;4;700;Алгоритм КМП с применением уточненных граней;5752238
4;100000;4;800;Наивный алгоритм;5732423
4;100000;4;800;Алгоритм КМП с применением стандартных граней;6254785
4;100000;4;800;Алгоритм КМП с применением уточненных граней;5722774
4;100000;4;900;Наивный алгоритм;5874421
4;100000;4;900;Алгоритм КМП с применением стандартных граней;6310220
4;100000;4;900;Алгоритм КМП с применением уточненных граней;5912555
4;100000;4;1000;Наивный алгоритм;5872338
4;100000;4;1000;Алгоритм КМП с применением стандартных граней;6054394
4;100000;4;1000;Алгоритм КМП с применением уточненных граней;5726499
4;100000;4;1100;Наивный алгоритм;6150579
4;100000;4;1100;Алгоритм КМП с применением стандартных граней;6418024
4;100000;4;1100;Алгоритм КМП с применением уточненных граней;6071310
4;100000;4;1200;Наивный алгоритм;5917594
4;100000;4;1200;Алгоритм КМП с применением стандартных граней;6306422
4;100000;4;1200;Алгоритм КМП с применением уточненных граней;6319174
4;100000;4;1300;Наивный алгоритм;6229736
4;100000;4;1300;Алгоритм КМП с применением стандартных граней;6330220
4;100000;4;1300;Алгоритм КМП с применением уточненных граней;6242283
4;100000;4;1400;Наивный алгоритм;6010913
4;100000;4;1400;Алгоритм КМП с применением стандартных граней;5891008
4;100000;4;1400;Алгоритм КМП с применением уточненных граней;6197993
4;100000;4;1500;Наивный алгоритм;6129087
4;100000;4;1500;Алгоритм КМП с применением стандартных граней;6216695
4;100000;4;1500;Алгоритм КМП с применением уточненных граней;5887421
4;100000;4;1600;Наивный алгоритм;5868113
4;100000;4;1600;Алгоритм КМП с применением стандартных граней;7204799
4;100000;4;1600;Алгоритм КМП с применением уточненных граней;6107953
4;100000;4;1700;Наивный алгоритм;5677575
4;100000;4;1700;Алгоритм КМП с применением стандартных граней;6256830
4;100000;4;1700;Алгоритм КМП с применением уточненных граней;7224218
4;100000;4;1800;Наивный алгоритм;5847477
4;100000;4;1800;Алгоритм КМП с применением стандартных граней;5944470
4;100000;4;1800;Алгоритм КМП с применением уточненных граней;5769698
4;100000;4;1900;Наивный алгоритм;5853761
4;100000;4;1900;Алгоритм КМП с применением стандартных граней;6192775
4;100000;4;1900;Алгоритм КМП с применением уточненных граней;6085148
4;100000;4;2000;Наивный алгоритм;5703849
4;100000;4;2000;Алгоритм КМП с применением стандартных граней;5973506
4;100000;4;2000;Алгоритм КМП с применением уточненных граней;5900296
4;100000;4;2100;Наивный алгоритм;6222412
4;100000;4;2100;Алгоритм КМП с применением стандартных граней;6875014
4;100000;4;2100;Алгоритм КМП с применением уточненных граней;6642532
4;100000;4;2200;Наивный алгоритм;6444861
4;100000;4;2200;Алгоритм КМП с применением стандартных граней;6027592
4;100000;4;2200;Алгоритм КМП с применением уточненных граней;5799501
4;100000;4;2300;Наивный алгоритм;5896348
4;100000;4;2300;Алгоритм КМП с применением стандартных граней;6372600
4;100000;4;2300;Алгоритм КМП с применением уточненных граней;6314197
4;100000;4;2400;Наивный алгоритм;6002143
4;100000;4;2400;Алгоритм КМП с применением стандартных граней;6334741
4;100000;4;2400;Алгоритм КМП с применением уточненных граней;6155506
4;100000;4;2500;Наивный алгоритм;5998454
4;100000;4;2500;Алгоритм КМП с применением стандартных граней;6358545
4;100000;4;2500;Алгоритм КМП с применением уточненных граней;7056263
4;100000;4;2600;Наивный алгоритм;6006771
4;100000;4;2600;Алгоритм КМП с применением стандартных граней;7552363
4;100000;4;2600;Алгоритм КМП с применением уточненных граней;6177388
4;100000;4;2700;Наивный алгоритм;5611581
4;100000;4;2700;Алгоритм КМП с применением стандартных граней;6393190
4;100000;4;2700;Алгоритм КМП с применением уточненных граней;6762983
4;100000;4;2800;Наивный алгоритм;5874183
4;100000;4;2800;Алгоритм КМП с применением стандартных граней;6354491
4;100000;4;2800;Алгоритм КМП с применением уточненных граней;5823695
4;100000;4;2900;Наивный алгоритм;5626940
4;100000;4;2900;Алгоритм КМП с применением стандартных граней;6047009
4;100000;4;2900;Алгоритм КМП с применением уточненных граней;6575963
4;100000;4;3000;Наивный алгоритм;5717932
4;100000;4;3000;Алгоритм КМП с применением стандартных граней;6025914
4;100000;4;3000;Алгоритм КМП с применением уточненных граней;5833359
