Number of substitution;Size of text;Size_of_alphabet;Size of pattern;Type of algorithm;Time(ns)
1;10000;4;800;Алгоритм КМП с применением стандартных граней;398493
1;10000;4;800;Алгоритм КМП с применением уточненных граней;350365
1;10000;4;900;Наивный алгоритм;332011
1;10000;4;900;Алгоритм КМП с применением стандартных граней;439122
1;10000;4;900;Алгоритм КМП с применением уточненных граней;448247
1;10000;4;1000;Наивный алгоритм;271799
1;10000;4;1000;Алгоритм КМП с применением стандартных граней;315575
1;10000;4;1000;Алгоритм КМП с применением уточненных граней;328995
1;10000;4;1100;Наивный алгоритм;289788
1;10000;4;1100;Алгоритм КМП с применением стандартных граней;387539
1;10000;4;1100;Алгоритм КМП с применением уточненных граней;398805
1;10000;4;1200;Наивный алгоритм;338082
1;10000;4;1200;Алгоритм КМП с применением стандартных граней;453514
1;10000;4;1200;Алгоритм КМП с применением уточненных граней;458212
1;10000;4;1300;Наивный алгоритм;269664
1;10000;4;1300;Алгоритм КМП с применением стандартных граней;323145
1;10000;4;1300;Алгоритм КМП с применением уточненных граней;322227
1;10000;4;1400;Наивный алгоритм;266792
1;10000;4;1400;Алгоритм КМП с применением стандартных граней;432183
1;10000;4;1400;Алгоритм КМП с применением уточненных граней;462473
1;10000;4;1500;Наивный алгоритм;275671
1;10000;4;1500;Алгоритм КМП с применением стандартных граней;354899
1;10000;4;1500;Алгоритм КМП с применением уточненных граней;334175
1;10000;4;1600;Наивный алгоритм;261402
1;10000;4;1600;Алгоритм КМП с применением стандартных граней;342252
1;10000;4;1600;Алгоритм КМП с применением уточненных граней;366410
1;10000;4;1700;Наивный алгоритм;256209
1;10000;4;1700;Алгоритм КМП с применением стандартных граней;356623
1;10000;4;1700;Алгоритм КМП с применением уточненных граней;446050
1;10000;4;1800;Наивный алгоритм;422004
1;10000;4;1800;Алгоритм КМП с применением стандартных граней;447138
1;10000;4;1800;Алгоритм КМП с применением уточненных граней;510493
1;10000;4;1900;Наивный алгоритм;271298
1;10000;4;1900;Алгоритм КМП с применением стандартных граней;339094
1;10000;4;1900;Алгоритм КМП с применением уточненных граней;373475
1;10000;4;2000;Наивный алгоритм;259479
1;10000;4;2000;Алгоритм КМП с применением стандартных граней;381201
1;10000;4;2000;Алгоритм КМП с применением уточненных граней;475826
1;10000;4;2100;Наивный алгоритм;297820
1;10000;4;2100;Алгоритм КМП с применением стандартных граней;342430
1;10000;4;2100;Алгоритм КМП с применением уточненных граней;376199
1;10000;4;2200;Наивный алгоритм;267555
1;10000;4;2200;Алгоритм КМП с применением стандартных граней;333839
1;10000;4;2200;Алгоритм КМП с применением уточненных граней;356050
1;10000;4;2300;Наивный алгоритм;258539
1;10000;4;2300;Алгоритм КМП с применением стандартных граней;318334
1;10000;4;2300;Алгоритм КМП с применением уточненных граней;445679
1;10000;4;2400;Наивный алгоритм;327562
1;10000;4;2400;Алгоритм КМП с применением стандартных граней;379178
1;10000;4;2400;Алгоритм КМП с применением уточненных граней;390655
1;10000;4;2500;Наивный алгоритм;271921
1;10000;4;2500;Алгоритм КМП с применением стандартных граней;324132
1;10000;4;2500;Алгоритм КМП с применением уточненных граней;365924
1;10000;4;2600;Наивный алгоритм;267513
1;10000;4;2600;Алгоритм КМП с применением стандартных граней;346177
1;10000;4;2600;Алгоритм КМП с применением уточненных граней;427916
1;10000;4;2700;Наивный алгоритм;311884
1;10000;4;2700;Алгоритм КМП с применением стандартных граней;409333
1;10000;4;2700;Алгоритм КМП с применением уточненных граней;380647
1;10000;4;2800;Наивный алгоритм;286179
1;10000;4;2800;Алгоритм КМП с применением стандартных граней;339687
1;10000;4;2800;Алгоритм КМП с применением уточненных граней;393868
1;10000;4;2900;Наивный алгоритм;275704
1;10000;4;2900;Алгоритм КМП с применением стандартных граней;361197
1;10000;4;2900;Алгоритм КМП с применением уточненных граней;418555
1;10000;4;3000;Наивный алгоритм;335175
1;10000;4;3000;Алгоритм КМП с применением стандартных граней;433255
1;10000;4;3000;Алгоритм КМП с применением уточненных граней;464189
1;100000;2;100;Наивный алгоритм;6831559
1;100000;2;100;Алгоритм КМП с применением стандартных граней;7830287
1;100000;2;100;Алгоритм КМП с применением уточненных граней;8215844
1;100000;2;200;Наивный алгоритм;7038924
1;100000;2;200;Алгоритм КМП с применением стандартных граней;7783960
1;100000;2;200;Алгоритм КМП с применением уточненных граней;7205675
1;100000;2;300;Наивный алгоритм;6141442
1;100000;2;300;Алгоритм КМП с применением стандартных граней;7965956
1;100000;2;300;Алгоритм КМП с применением уточненных граней;7664296
1;100000;2;400;Наивный алгоритм;6146607
1;100000;2;400;Алгоритм КМП с применением стандартных граней;7449630
1;100000;2;400;Алгоритм КМП с применением уточненных граней;7758292
1;100000;2;500;Наивный алгоритм;4168806
1;100000;2;500;Алгоритм КМП с применением стандартных граней;3993455
1;100000;2;500;Алгоритм КМП с применением уточненных граней;3982577
1;100000;2;600;Наивный алгоритм;6369965
1;100000;2;600;Алгоритм КМП с применением стандартных граней;7672168
1;100000;2;600;Алгоритм КМП с применением уточненных граней;7462741
1;100000;2;700;Наивный алгоритм;4063451
1;100000;2;700;Алгоритм КМП с применением стандартных граней;4040889
1;100000;2;700;Алгоритм КМП с применением уточненных граней;3853880
1;100000;2;800;Наивный алгоритм;3866672
1;100000;2;800;Алгоритм КМП с применением стандартных граней;3587752
1;100000;2;800;Алгоритм КМП с применением уточненных граней;3685767
1;100000;2;900;Наивный алгоритм;4029477
1;100000;2;900;Алгоритм КМП с применением стандартных граней;3798378
1;100000;2;900;Алгоритм КМП с применением уточненных граней;4030932
1;100000;2;1000;Наивный алгоритм;4244522
1;100000;2;1000;Алгоритм КМП с применением стандартных граней;4376610
1;100000;2;1000;Алгоритм КМП с применением уточненных граней;4210542
1;100000;2;1100;Наивный алгоритм;4051454
1;100000;2;1100;Алгоритм КМП с применением стандартных граней;4115884
1;100000;2;1100;Алгоритм КМП с применением уточненных граней;3475503
1;100000;2;1200;Наивный алгоритм;3939513
1;100000;2;1200;Алгоритм КМП с применением стандартных граней;3607809
1;100000;2;1200;Алгоритм КМП с применением уточненных граней;3690672
1;100000;2;1300;Наивный алгоритм;4126011
1;100000;2;1300;Алгоритм КМП с применением стандартных граней;3894544
1;100000;2;1300;Алгоритм КМП с применением уточненных граней;3896658
1;100000;2;1400;Наивный алгоритм;4131680
1;100000;2;1400;Алгоритм КМП с применением стандартных граней;3960422
1;100000;2;1400;Алгоритм КМП с применением уточненных граней;3818482
1;100000;2;1500;Наивный алгоритм;3974817
1;100000;2;1500;Алгоритм КМП с применением стандартных граней;4112264
1;100000;2;1500;Алгоритм КМП с применением уточненных граней;4665821
1;100000;2;1600;Наивный алгоритм;3812520
1;100000;2;1600;Алгоритм КМП с применением стандартных граней;3713287
1;100000;2;1600;Алгоритм КМП с применением уточненных граней;4491225
1;100000;2;1700;Наивный алгоритм;4042908
1;100000;2;1700;Алгоритм КМП с применением стандартных граней;3735506
1;100000;2;1700;Алгоритм КМП с применением уточненных граней;3956109
1;100000;2;1800;Наивный алгоритм;3763416
1;100000;2;1800;Алгоритм КМП с применением стандартных граней;3765159
1;100000;2;1800;Алгоритм КМП с применением уточненных граней;3958128
1;100000;2;1900;Наивный алгоритм;5132098
1;100000;2;1900;Алгоритм КМП с применением стандартных граней;5042289
1;100000;2;1900;Алгоритм КМП с применением уточненных граней;3924031
1;100000;2;2000;Наивный алгоритм;4020966
1;100000;2;2000;Алгоритм КМП с применением стандартных граней;3812211
1;100000;2;2000;Алгоритм КМП с применением уточненных граней;3669623
1;100000;2;2100;Наивный алгоритм;3872336
1;100000;2;2100;Алгоритм КМП с применением стандартных граней;3645959
1;100000;2;2100;Алгоритм КМП с применением уточненных граней;3797668
1;100000;2;2200;Наивный алгоритм;3880183
1;100000;2;2200;Алгоритм КМП с применением стандартных граней;4320172
1;100000;2;2200;Алгоритм КМП с применением уточненных граней;8458105
1;100000;2;2300;Наивный алгоритм;11224922
1;100000;2;2300;Алгоритм КМП с применением стандартных граней;4120750
1;100000;2;2300;Алгоритм КМП с применением уточненных граней;3940749
1;100000;2;2400;Наивный алгоритм;3807749
1;100000;2;2400;Алгоритм КМП с применением стандартных граней;3842494
1;100000;2;2400;Алгоритм КМП с применением уточненных граней;4622167
1;100000;2;2500;Наивный алгоритм;3867489
1;100000;2;2500;Алгоритм КМП с применением стандартных граней;3869463
1;100000;2;2500;Алгоритм КМП с применением уточненных граней;3890904
1;100000;2;2600;Наивный алгоритм;4251901
1;100000;2;2600;Алгоритм КМП с применением стандартных граней;3732863
1;100000;2;2600;Алгоритм КМП с применением уточненных граней;3743544
1;100000;2;2700;Наивный алгоритм;3835941
1;100000;2;2700;Алгоритм КМП с применением стандартных граней;3908068
1;100000;2;2700;Алгоритм КМП с применением уточненных граней;4327794
1;100000;2;2800;Наивный алгоритм;4474570
1;100000;2;2800;Алгоритм КМП с применением стандартных граней;3818502
1;100000;2;2800;Алгоритм КМП с применением уточненных граней;3690283
1;100000;2;2900;Наивный алгоритм;3880460
1;100000;2;2900;Алгоритм КМП с применением стандартных граней;3773882
1;100000;2;2900;Алгоритм КМП с применением уточненных граней;4145246
1;100000;2;3000;Наивный алгоритм;4066524
1;100000;2;3000;Алгоритм КМП с применением стандартных граней;3992273
1;100000;2;3000;Алгоритм КМП с применением уточненных граней;4111778
1;100000;4;100;Наивный алгоритм;3046214
1;100000;4;100;Алгоритм КМП с применением стандартных граней;3206566
1;100000;4;100;Алгоритм КМП с применением уточненных граней;3162483
1;100000;4;200;Наивный алгоритм;2934033
1;100000;4;200;Алгоритм КМП с применением стандартных граней;3240969
1;100000;4;200;Алгоритм КМП с применением уточненных граней;3178815
1;100000;4;300;Наивный алгоритм;3371393
1;100000;4;300;Алгоритм КМП с применением стандартных граней;3141853
1;100000;4;300;Алгоритм КМП с применением уточненных граней;3079950
1;100000;4;400;Наивный алгоритм;3304271
1;100000;4;400;Алгоритм КМП с применением стандартных граней;3565691
1;100000;4;400;Алгоритм КМП с применением уточненных граней;3015641
1;100000;4;500;Наивный алгоритм;2961242
1;100000;4;500;Алгоритм КМП с применением стандартных граней;2962862
1;100000;4;500;Алгоритм КМП с применением уточненных граней;2738056
1;100000;4;600;Наивный алгоритм;2725431
1;100000;4;600;Алгоритм КМП с применением стандартных граней;2979917
1;100000;4;600;Алгоритм КМП с применением уточненных граней;2947186
1;100000;4;700;Наивный алгоритм;3136251
1;100000;4;700;Алгоритм КМП с применением стандартных граней;3345609
1;100000;4;700;Алгоритм КМП с применением уточненных граней;3047763
1;100000;4;800;Наивный алгоритм;3237371
1;100000;4;800;Алгоритм КМП с применением стандартных граней;6160606
1;100000;4;800;Алгоритм КМП с применением уточненных граней;3385421
1;100000;4;900;Наивный алгоритм;3842761
1;100000;4;900;Алгоритм КМП с применением стандартных граней;3777012
1;100000;4;900;Алгоритм КМП с применением уточненных граней;3026929
1;100000;4;1000;Наивный алгоритм;2984780
1;100000;4;1000;Алгоритм КМП с применением стандартных граней;3302491
1;100000;4;1000;Алгоритм КМП с применением уточненных граней;3077012
1;100000;4;1100;Наивный алгоритм;2863096
1;100000;4;1100;Алгоритм КМП с применением стандартных граней;3179828
1;100000;4;1100;Алгоритм КМП с применением уточненных граней;3134451
1;100000;4;1200;Наивный алгоритм;2767272
1;100000;4;1200;Алгоритм КМП с применением стандартных граней;2963321
1;100000;4;1200;Алгоритм КМП с применением уточненных граней;2988132
1;100000;4;1300;Наивный алгоритм;2978282
1;100000;4;1300;Алгоритм КМП с применением стандартных граней;2931135
1;100000;4;1300;Алгоритм КМП с применением уточненных граней;2786109
1;100000;4;1400;Наивный алгоритм;3040535
1;100000;4;1400;Алгоритм КМП с применением стандартных граней;3139485
1;100000;4;1400;Алгоритм КМП с применением уточненных граней;3122777
1;100000;4;1500;Наивный алгоритм;2877666
1;100000;4;1500;Алгоритм КМП с применением стандартных граней;3327680
1;100000;4;1500;Алгоритм КМП с применением уточненных граней;3202247
1;100000;4;1600;Наивный алгоритм;3441477
1;100000;4;1600;Алгоритм КМП с применением стандартных граней;2954986
1;100000;4;1600;Алгоритм КМП с применением уточненных граней;3012227
1;100000;4;1700;Наивный алгоритм;3007499
1;100000;4;1700;Алгоритм КМП с применением стандартных граней;3294167
1;100000;4;1700;Алгоритм КМП с применением уточненных граней;3111116
1;100000;4;1800;Наивный алгоритм;2963707
1;100000;4;1800;Алгоритм КМП с применением стандартных граней;3127891
1;100000;4;1800;Алгоритм КМП с применением уточненных граней;3485215
1;100000;4;1900;Наивный алгоритм;3231311
1;100000;4;1900;Алгоритм КМП с применением стандартных граней;3415030
1;100000;4;1900;Алгоритм КМП с применением уточненных граней;5386119
1;100000;4;2000;Наивный алгоритм;5282006
1;100000;4;2000;Алгоритм КМП с применением стандартных граней;3224390
1;100000;4;2000;Алгоритм КМП с применением уточненных граней;3174296
1;100000;4;2100;Наивный алгоритм;2999648
1;100000;4;2100;Алгоритм КМП с применением стандартных граней;3303485
1;100000;4;2100;Алгоритм КМП с применением уточненных граней;3105017
1;100000;4;2200;Наивный алгоритм;2877864
1;100000;4;2200;Алгоритм КМП с применением стандартных граней;3108993
1;100000;4;2200;Алгоритм КМП с применением уточненных граней;2955634
1;100000;4;2300;Наивный алгоритм;3088125
1;100000;4;2300;Алгоритм КМП с применением стандартных граней;3173157
1;100000;4;2300;Алгоритм КМП с применением уточненных граней;3308092
1;100000;4;2400;Наивный алгоритм;4535172
1;100000;4;2400;Алгоритм КМП с применением стандартных граней;5097473
1;100000;4;2400;Алгоритм КМП с применением уточненных граней;3068386
1;100000;4;2500;Наивный алгоритм;3174362
1;100000;4;2500;Алгоритм КМП с применением стандартных граней;3360231
1;100000;4;2500;Алгоритм КМП с применением уточненных граней;3144839
1;100000;4;2600;Наивный алгоритм;2915044
1;100000;4;2600;Алгоритм КМП с применением стандартных граней;3106949
1;100000;4;2600;Алгоритм КМП с применением уточненных граней;3030766
1;100000;4;2700;Наивный алгоритм;2844538
1;100000;4;2700;Алгоритм КМП с применением стандартных граней;3063913
1;100000;4;2700;Алгоритм КМП с применением уточненных граней;3133037
1;100000;4;2800;Наивный алгоритм;2643294
1;100000;4;2800;Алгоритм КМП с применением стандартных граней;3076389
1;100000;4;2800;Алгоритм КМП с применением уточненных граней;2838426
1;100000;4;2900;Наивный алгоритм;2805819
1;100000;4;2900;Алгоритм КМП с применением стандартных граней;2892386
1;100000;4;2900;Алгоритм КМП с применением уточненных граней;2972514
1;100000;4;3000;Наивный алгоритм;2840740
1;100000;4;3000;Алгоритм КМП с применением стандартных граней;3275614
1;100000;4;3000;Алгоритм КМП с применением уточненных граней;3275513
2;10000;2;100;Наивный алгоритм;672505
2;10000;2;100;Алгоритм КМП с применением стандартных граней;625792
2;10000;2;100;Алгоритм КМП с применением уточненных граней;640036
2;10000;2;200;Наивный алгоритм;668701
2;10000;2;200;Алгоритм КМП с применением стандартных граней;516764
2;10000;2;200;Алгоритм КМП с применением уточненных граней;541260
2;10000;2;300;Наивный алгоритм;639130
2;10000;2;300;Алгоритм КМП с применением стандартных граней;631991
2;10000;2;300;Алгоритм КМП с применением уточненных граней;726371
2;10000;2;400;Наивный алгоритм;624318
2;10000;2;400;Алгоритм КМП с применением стандартных граней;590858
2;10000;2;400;Алгоритм КМП с применением уточненных граней;590214
2;10000;2;500;Наивный алгоритм;739144
2;10000;2;500;Алгоритм КМП с применением стандартных граней;578414
2;10000;2;500;Алгоритм КМП с применением уточненных граней;594478
2;10000;2;600;Наивный алгоритм;636508
2;10000;2;600;Алгоритм КМП с применением стандартных граней;648179
2;10000;2;600;Алгоритм КМП с применением уточненных граней;777717
2;10000;2;700;Наивный алгоритм;710662
2;10000;2;700;Алгоритм КМП с применением стандартных граней;683307
2;10000;2;700;Алгоритм КМП с применением уточненных граней;708627
2;10000;2;800;Наивный алгоритм;585795
2;10000;2;800;Алгоритм КМП с применением стандартных граней;548818
2;10000;2;800;Алгоритм КМП с применением уточненных граней;616024
2;10000;2;900;Наивный алгоритм;624903
2;10000;2;900;Алгоритм КМП с применением стандартных граней;523399
2;10000;2;900;Алгоритм КМП с применением уточненных граней;543390
2;10000;2;1000;Наивный алгоритм;535085
2;10000;2;1000;Алгоритм КМП с применением стандартных граней;576301
2;10000;2;1000;Алгоритм КМП с применением уточненных граней;586827
2;10000;2;1100;Наивный алгоритм;536021
2;10000;2;1100;Алгоритм КМП с применением стандартных граней;519590
2;10000;2;1100;Алгоритм КМП с применением уточненных граней;599251
2;10000;2;1200;Наивный алгоритм;572795
2;10000;2;1200;Алгоритм КМП с применением стандартных граней;567695
2;10000;2;1200;Алгоритм КМП с применением уточненных граней;587041
2;10000;2;1300;Наивный алгоритм;514866
2;10000;2;1300;Алгоритм КМП с применением стандартных граней;545240
2;10000;2;1300;Алгоритм КМП с применением уточненных граней;576899
2;10000;2;1400;Наивный алгоритм;521680
2;10000;2;1400;Алгоритм КМП с применением стандартных граней;542184
2;10000;2;1400;Алгоритм КМП с применением уточненных граней;556275
2;10000;2;1500;Наивный алгоритм;516172
2;10000;2;1500;Алгоритм КМП с применением стандартных граней;529561
2;10000;2;1500;Алгоритм КМП с применением уточненных граней;686092
2;10000;2;1600;Наивный алгоритм;507891
2;10000;2;1600;Алгоритм КМП с применением стандартных граней;657584
2;10000;2;1600;Алгоритм КМП с применением уточненных граней;585994
2;10000;2;1700;Наивный алгоритм;513895
2;10000;2;1700;Алгоритм КМП с применением стандартных граней;577969
2;10000;2;1700;Алгоритм КМП с применением уточненных граней;687063
2;10000;2;1800;Наивный алгоритм;507281
2;10000;2;1800;Алгоритм КМП с применением стандартных граней;542260
2;10000;2;1800;Алгоритм КМП с применением уточненных граней;584705
2;10000;2;1900;Наивный алгоритм;498826
2;10000;2;1900;Алгоритм КМП с применением стандартных граней;557518
2;10000;2;1900;Алгоритм КМП с применением уточненных граней;557538
2;10000;2;2000;Наивный алгоритм;497299
2;10000;2;2000;Алгоритм КМП с применением стандартных граней;555901
2;10000;2;2000;Алгоритм КМП с применением уточненных граней;588155
2;10000;2;2100;Наивный алгоритм;501477
2;10000;2;2100;Алгоритм КМП с применением стандартных граней;602632
2;10000;2;2100;Алгоритм КМП с применением уточненных граней;636082
2;10000;2;2200;Наивный алгоритм;567217
2;10000;2;2200;Алгоритм КМП с применением стандартных граней;552207
2;10000;2;2200;Алгоритм КМП с применением уточненных граней;605206
2;10000;2;2300;Наивный алгоритм;498722
2;10000;2;2300;Алгоритм КМП с применением стандартных граней;577545
2;10000;2;2300;Алгоритм КМП с применением уточненных граней;651095
2;10000;2;2400;Наивный алгоритм;500578
2;10000;2;2400;Алгоритм КМП с применением стандартных граней;550811
2;10000;2;2400;Алгоритм КМП с применением уточненных граней;633180
2;10000;2;2500;Наивный алгоритм;518904
2;10000;2;2500;Алгоритм КМП с применением стандартных граней;567361
2;10000;2;2500;Алгоритм КМП с применением уточненных граней;626151
2;10000;2;2600;Наивный алгоритм;501001
2;10000;2;2600;Алгоритм КМП с применением стандартных граней;561972
2;10000;2;2600;Алгоритм КМП с применением уточненных граней;697056
2;10000;2;2700;Наивный алгоритм;496748
2;10000;2;2700;Алгоритм КМП с применением стандартных граней;584625
2;10000;2;2700;Алгоритм КМП с применением уточненных граней;605369
2;10000;2;2800;Наивный алгоритм;499697
2;10000;2;2800;Алгоритм КМП с применением стандартных граней;591168
2;10000;2;2800;Алгоритм КМП с применением уточненных граней;742582
2;10000;2;2900;Наивный алгоритм;547524
2;10000;2;2900;Алгоритм КМП с применением стандартных граней;563667
2;10000;2;2900;Алгоритм КМП с применением уточненных граней;612875
2;10000;2;3000;Наивный алгоритм;489797
2;10000;2;3000;Алгоритм КМП с применением стандартных граней;581220
2;10000;2;3000;Алгоритм КМП с применением уточненных граней;621985
2;10000;4;100;Наивный алгоритм;368399
2;10000;4;100;Алгоритм КМП с применением стандартных граней;402373
2;10000;4;100;Алгоритм КМП с применением уточненных граней;391237
2;10000;4;200;Наивный алгоритм;368076
2;10000;4;200;Алгоритм КМП с применением стандартных граней;387877
2;10000;4;200;Алгоритм КМП с применением уточненных граней;405778
2;10000;4;300;Наивный алгоритм;387955
2;10000;4;300;Алгоритм КМП с применением стандартных граней;398312
2;10000;4;300;Алгоритм КМП с применением уточненных граней;395127
2;10000;4;400;Наивный алгоритм;393494
2;10000;4;400;Алгоритм КМП с применением стандартных граней;415583
2;10000;4;400;Алгоритм КМП с применением уточненных граней;418766
2;10000;4;500;Наивный алгоритм;378361
2;10000;4;500;Алгоритм КМП с применением стандартных граней;508375
2;10000;4;500;Алгоритм КМП с применением уточненных граней;437602
2;10000;4;600;Наивный алгоритм;449506
2;10000;4;600;Алгоритм КМП с применением стандартных граней;487866
2;10000;4;600;Алгоритм КМП с применением уточненных граней;465040
2;10000;4;700;Наивный алгоритм;412795
2;10000;4;700;Алгоритм КМП с применением стандартных граней;464550
2;10000;4;700;Алгоритм КМП с применением уточненных граней;475391
2;10000;4;800;Наивный алгоритм;428544
2;10000;4;800;Алгоритм КМП с применением стандартных граней;471758
2;10000;4;800;Алгоритм КМП с применением уточненных граней;459647
2;10000;4;900;Наивный алгоритм;430483
2;10000;4;900;Алгоритм КМП с применением стандартных граней;480508
2;10000;4;900;Алгоритм КМП с применением уточненных граней;503444
2;10000;4;1000;Наивный алгоритм;901318
2;10000;4;1000;Алгоритм КМП с применением стандартных граней;911775
2;10000;4;1000;Алгоритм КМП с применением уточненных граней;785526
2;10000;4;1100;Наивный алгоритм;431043
2;10000;4;1100;Алгоритм КМП с применением стандартных граней;512896
2;10000;4;1100;Алгоритм КМП с применением уточненных граней;505366
2;10000;4;1200;Наивный алгоритм;596283
2;10000;4;1200;Алгоритм КМП с применением стандартных граней;577306
2;10000;4;1200;Алгоритм КМП с применением уточненных граней;501646
2;10000;4;1300;Наивный алгоритм;449871
2;10000;4;1300;Алгоритм КМП с применением стандартных граней;494027
2;10000;4;1300;Алгоритм КМП с применением уточненных граней;485135
2;10000;4;1400;Наивный алгоритм;397583
2;10000;4;1400;Алгоритм КМП с применением стандартных граней;467220
2;10000;4;1400;Алгоритм КМП с применением уточненных граней;454425
2;10000;4;1500;Наивный алгоритм;372691
2;10000;4;1500;Алгоритм КМП с применением стандартных граней;505157
2;10000;4;1500;Алгоритм КМП с применением уточненных граней;437422
2;10000;4;1600;Наивный алгоритм;399212
2;10000;4;1600;Алгоритм КМП с применением стандартных граней;475735
2;10000;4;1600;Алгоритм КМП с применением уточненных граней;464065
2;10000;4;1700;Наивный алгоритм;361216
2;10000;4;1700;Алгоритм КМП с применением стандартных граней;435625
2;10000;4;1700;Алгоритм КМП с применением уточненных граней;561472
2;10000;4;1800;Наивный алгоритм;407764
2;10000;4;1800;Алгоритм КМП с применением стандартных граней;471043
2;10000;4;1800;Алгоритм КМП с применением уточненных граней;462748
2;10000;4;1900;Наивный алгоритм;407457
2;10000;4;1900;Алгоритм КМП с применением стандартных граней;447807
2;10000;4;1900;Алгоритм КМП с применением уточненных граней;443479
2;10000;4;2000;Наивный алгоритм;388719
2;10000;4;2000;Алгоритм КМП с применением стандартных граней;445930
2;10000;4;2000;Алгоритм КМП с применением уточненных граней;468315
2;10000;4;2100;Наивный алгоритм;379414
2;10000;4;2100;Алгоритм КМП с применением стандартных граней;459138
2;10000;4;2100;Алгоритм КМП с применением уточненных граней;453640
2;10000;4;2200;Наивный алгоритм;378718
2;10000;4;2200;Алгоритм КМП с применением стандартных граней;443593
2;10000;4;2200;Алгоритм КМП с применением уточненных граней;483827
2;10000;4;2300;Наивный алгоритм;371197
2;10000;4;2300;Алгоритм КМП с применением стандартных граней;459376
2;10000;4;2300;Алгоритм КМП с применением уточненных граней;482411
2;10000;4;2400;Наивный алгоритм;376022
2;10000;4;2400;Алгоритм КМП с применением стандартных граней;471002
2;10000;4;2400;Алгоритм КМП с применением уточненных граней;477930
2;10000;4;2500;Наивный алгоритм;408004
2;10000;4;2500;Алгоритм КМП с применением стандартных граней;475479
2;10000;4;2500;Алгоритм КМП с применением уточненных граней;487531
2;10000;4;2600;Наивный алгоритм;374384
2;10000;4;2600;Алгоритм КМП с применением стандартных граней;455229
2;10000;4;2600;Алгоритм КМП с применением уточненных граней;495786
2;10000;4;2700;Наивный алгоритм;376922
2;10000;4;2700;Алгоритм КМП с применением стандартных граней;552787
2;10000;4;2700;Алгоритм КМП с применением уточненных граней;495086
2;10000;4;2800;Наивный алгоритм;471651
2;10000;4;2800;Алгоритм КМП с применением стандартных граней;583124
2;10000;4;2800;Алгоритм КМП с применением уточненных граней;620336
2;10000;4;2900;Наивный алгоритм;488605
2;10000;4;2900;Алгоритм КМП с применением стандартных граней;575714
2;10000;4;2900;Алгоритм КМП с применением уточненных граней;591670
2;10000;4;3000;Наивный алгоритм;453741
2;10000;4;3000;Алгоритм КМП с применением стандартных граней;574826
2;10000;4;3000;Алгоритм КМП с применением уточненных граней;623876
2;100000;2;100;Наивный алгоритм;5236206
2;100000;2;100;Алгоритм КМП с применением стандартных граней;5122073
2;100000;2;100;Алгоритм КМП с применением уточненных граней;5331628
2;100000;2;200;Наивный алгоритм;6686575
2;100000;2;200;Алгоритм КМП с применением стандартных граней;5247806
2;100000;2;200;Алгоритм КМП с применением уточненных граней;5374910
2;100000;2;300;Наивный алгоритм;5982611
2;100000;2;300;Алгоритм КМП с применением стандартных граней;6079356
2;100000;2;300;Алгоритм КМП с применением уточненных граней;4838226
2;100000;2;400;Наивный алгоритм;6628101
2;100000;2;400;Алгоритм КМП с применением стандартных граней;5062818
2;100000;2;400;Алгоритм КМП с применением уточненных граней;5741289
2;100000;2;500;Наивный алгоритм;5431953
2;100000;2;500;Алгоритм КМП с применением стандартных граней;5116109
2;100000;2;500;Алгоритм КМП с применением уточненных граней;5362038
2;100000;2;600;Наивный алгоритм;5397044
2;100000;2;600;Алгоритм КМП с применением стандартных граней;5336234
2;100000;2;600;Алгоритм КМП с применением уточненных граней;5609094
2;100000;2;700;Наивный алгоритм;5465677
2;100000;2;700;Алгоритм КМП с применением стандартных граней;5013456
2;100000;2;700;Алгоритм КМП с применением уточненных граней;5049880
2;100000;2;800;Наивный алгоритм;5253624
2;100000;2;800;Алгоритм КМП с применением стандартных граней;5142701
2;100000;2;800;Алгоритм КМП с применением уточненных граней;5937823
2;100000;2;900;Наивный алгоритм;5285551
2;100000;2;900;Алгоритм КМП с применением стандартных граней;5590993
2;100000;2;900;Алгоритм КМП с применением уточненных граней;5769290
2;100000;2;1000;Наивный алгоритм;8056855
2;100000;2;1000;Алгоритм КМП с применением стандартных граней;9244726
2;100000;2;1000;Алгоритм КМП с применением уточненных граней;5167938
2;100000;2;1100;Наивный алгоритм;6246666
2;100000;2;1100;Алгоритм КМП с применением стандартных граней;5825454
2;100000;2;1100;Алгоритм КМП с применением уточненных граней;4969008
2;100000;2;1200;Наивный алгоритм;5248347
2;100000;2;1200;Алгоритм КМП с применением стандартных граней;5361252
2;100000;2;1200;Алгоритм КМП с применением уточненных граней;10394678
2;100000;2;1300;Наивный алгоритм;7010803
2;100000;2;1300;Алгоритм КМП с применением стандартных граней;10860038
2;100000;2;1300;Алгоритм КМП с применением уточненных граней;5468679
2;100000;2;1400;Наивный алгоритм;6054483
2;100000;2;1400;Алгоритм КМП с применением стандартных граней;5792993
2;100000;2;1400;Алгоритм КМП с применением уточненных граней;6042337
2;100000;2;1500;Наивный алгоритм;5354586
2;100000;2;1500;Алгоритм КМП с применением стандартных граней;5095833
2;100000;2;1500;Алгоритм КМП с применением уточненных граней;5042010
2;100000;2;1600;Наивный алгоритм;5241627
2;100000;2;1600;Алгоритм КМП с применением стандартных граней;5168046
2;100000;2;1600;Алгоритм КМП с применением уточненных граней;6598747
2;100000;2;1700;Наивный алгоритм;6972769
2;100000;2;1700;Алгоритм КМП с применением стандартных граней;6343319
